"","Local.time.in.Guelmim","T","P0","P","U","DD","Ff","ff10","WW","W.W.","c","VV","Td","Few clouds","Scattered clouds","Broken clouds","Overcast","cumulonimbus clouds","cumulus congestus of great vertical extent"
"3537","2014-08-31 15:00:00",28,732.7,758.2,45,"Wind blowing from the west",8,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3538","2014-08-31 16:00:00",30,733.7,759,40,"Wind blowing from the west",9,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3539","2014-08-31 17:00:00",30,731.7,756.9,35,"Wind blowing from the north-west",6,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"3540","2014-08-31 18:00:00",28,731.5,756.9,42,"Wind blowing from the north",10,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"3541","2014-09-01 06:00:00",18,733.3,759.7,88,"Wind blowing from the west",3,NA,"","","Scattered clouds (40-50%) 180 m","6.0",16,"0","180","0","0",0,0
"3542","2014-09-01 07:00:00",18,733.3,759.7,94,"Wind blowing from the west",3,NA,"","","Scattered clouds (40-50%) 180 m","5.0",17,"0","180","0","0",0,0
"3543","2014-09-01 08:00:00",19,734.2,760.5,88,"variable wind direction",1,NA,"Mist","","Broken clouds (60-90%) 240 m","4.5",17,"0","0","240","0",0,0
"3544","2014-09-01 09:00:00",20,734.3,760.5,83,"Wind blowing from the west",3,NA,"","","Scattered clouds (40-50%) 480 m","10.0 and more",17,"0","480","0","0",0,0
"3545","2014-09-01 10:00:00",21,734.4,760.5,78,"Wind blowing from the west-southwest",3,NA,"","","Scattered clouds (40-50%) 480 m","10.0 and more",17,"0","480","0","0",0,0
"3546","2014-09-01 11:00:00",24,734.6,760.5,65,"Wind blowing from the west",1,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",17,"480","0","0","0",0,0
"3547","2014-09-01 12:00:00",24,733.9,759.7,65,"Wind blowing from the west",2,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",17,"480","0","0","0",0,0
"3548","2014-09-01 13:00:00",26,733.4,759,54,"Wind blowing from the west",4,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",16,"480","0","0","0",0,0
"3549","2014-09-01 14:00:00",27,733.4,759,54,"Wind blowing from the west",6,NA,"","","No Significant Clouds","10.0 and more",17,"0","0","0","0",0,0
"3550","2014-09-01 15:00:00",26,732.6,758.2,58,"Wind blowing from the west",6,NA,"","","No Significant Clouds","10.0 and more",17,"0","0","0","0",0,0
"3551","2014-09-01 16:00:00",27,732.2,757.7,54,"Wind blowing from the west",7,NA,"","","No Significant Clouds","10.0 and more",17,"0","0","0","0",0,0
"3552","2014-09-01 17:00:00",29,732.3,757.7,45,"Wind blowing from the north",5,NA,"","","No Significant Clouds","10.0 and more",16,"0","0","0","0",0,0
"3553","2014-09-01 18:00:00",28,732.3,757.7,45,"Wind blowing from the north",6,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3554","2014-09-02 07:00:00",17,733.2,759.7,94,"Wind blowing from the west",1,NA,"","","Scattered clouds (40-50%) 180 m","5.0",16,"0","180","0","0",0,0
"3555","2014-09-02 08:00:00",18,734.1,760.5,94,"Wind blowing from the south-west",2,NA,"","","Scattered clouds (40-50%) 180 m","5.0",17,"0","180","0","0",0,0
"3556","2014-09-02 09:00:00",20,734.3,760.5,83,"Wind blowing from the south-southwest",2,NA,"","","Scattered clouds (40-50%) 180 m, scattered clouds (40-50%) 480 m","8.0",17,"0","480","0","0",0,0
"3557","2014-09-02 10:00:00",21,734.4,760.5,78,"Wind blowing from the west",2,NA,"","","Scattered clouds (40-50%) 480 m","10.0 and more",17,"0","480","0","0",0,0
"3558","2014-09-02 11:00:00",23,733.8,759.7,69,"Wind blowing from the west",4,NA,"","","Scattered clouds (40-50%) 480 m","10.0 and more",17,"0","480","0","0",0,0
"3559","2014-09-02 12:00:00",24,733.9,759.7,65,"Wind blowing from the west",4,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",17,"480","0","0","0",0,0
"3560","2014-09-02 13:00:00",25,733.3,759,61,"Wind blowing from the west",5,NA,"","","No Significant Clouds","10.0 and more",17,"0","0","0","0",0,0
"3561","2014-09-02 14:00:00",26,733.4,759,58,"Wind blowing from the west",5,NA,"","","No Significant Clouds","10.0 and more",17,"0","0","0","0",0,0
"3562","2014-09-02 15:00:00",28,732.7,758.2,51,"Wind blowing from the west",5,NA,"","","No Significant Clouds","10.0 and more",17,"0","0","0","0",0,0
"3563","2014-09-02 16:00:00",28,732.3,757.7,48,"Wind blowing from the west-southwest",6,NA,"","","No Significant Clouds","10.0 and more",16,"0","0","0","0",0,0
"3564","2014-09-02 17:00:00",29,732.3,757.7,45,"Wind blowing from the west-southwest",7,NA,"","","No Significant Clouds","10.0 and more",16,"0","0","0","0",0,0
"3565","2014-09-02 18:00:00",29,732.3,757.7,45,"Wind blowing from the south-southwest",4,NA,"","","No Significant Clouds","10.0 and more",16,"0","0","0","0",0,0
"3566","2014-09-03 06:00:00",17,733.2,759.7,88,"Wind blowing from the west-southwest",2,NA,"","","Few clouds (10-30%) 180 m, scattered clouds (40-50%) 3000 m","6.0",15,"180","3000","0","0",0,0
"3567","2014-09-03 07:00:00",18,733.3,759.7,88,"Wind blowing from the west",1,NA,"","","Broken clouds (60-90%) 180 m, scattered clouds (40-50%) 3000 m","5.0",16,"0","3000","180","0",0,0
"3568","2014-09-03 08:00:00",19,734.2,760.5,88,"Wind blowing from the west",3,NA,"Mist","","Overcast (100%) 180 m","4.0",17,"0","0","0","180",0,0
"3569","2014-09-03 09:00:00",19,734.2,760.5,94,"Wind blowing from the north-west",1,NA,"Mist","","Overcast (100%) 180 m","4.0",18,"0","0","0","180",0,0
"3570","2014-09-03 10:00:00",19,734.9,761.2,94,"Wind blowing from the west",1,NA,"","","Overcast (100%) 180 m","5.0",18,"0","0","0","180",0,0
"3571","2014-09-03 11:00:00",20,735,761.2,88,"Wind blowing from the north-west",1,NA,"","","Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 480 m","6.0",18,"0","300","480","0",0,0
"3572","2014-09-03 12:00:00",21,734.4,760.5,83,"Wind blowing from the west",2,NA,"","","Broken clouds (60-90%) 480 m","6.0",18,"0","0","480","0",0,0
"3573","2014-09-03 13:00:00",23,733.8,759.7,74,"Wind blowing from the west",2,NA,"","","Few clouds (10-30%) 480 m","8.0",18,"480","0","0","0",0,0
"3574","2014-09-03 14:00:00",27,733.4,759,58,"Wind blowing from the west",2,NA,"","","No Significant Clouds","8.0",18,"0","0","0","0",0,0
"3575","2014-09-03 15:00:00",28,735,760.5,51,"Wind blowing from the west",4,NA,"","","No Significant Clouds","8.0",17,"0","0","0","0",0,0
"3576","2014-09-03 16:00:00",28,732.7,758.2,51,"Wind blowing from the west",6,NA,"","","No Significant Clouds","8.0",17,"0","0","0","0",0,0
"3577","2014-09-03 17:00:00",28,732.7,758.2,48,"",NA,NA,"","","No Significant Clouds","8.0",16,"0","0","0","0",0,0
"3578","2014-09-04 06:00:00",18,734.1,760.5,94,"Wind blowing from the west-southwest",1,NA,"Mist","","Broken clouds (60-90%) 180 m","4.0",17,"0","0","180","0",0,0
"3579","2014-09-04 07:00:00",18,734.8,761.2,94,"Wind blowing from the west",2,NA,"Mist","","Overcast (100%) 180 m","4.0",17,"0","0","0","180",0,0
"3580","2014-09-04 08:00:00",18,734.8,761.2,94,"Wind blowing from the west-northwest",2,NA,"Mist","","","4.0",17,"0","0","0","0",0,0
"3581","2014-09-04 09:00:00",19,735.6,762,88,"Wind blowing from the west",2,NA,"Mist","","Overcast (100%) 180 m","4.0",17,"0","0","0","180",0,0
"3582","2014-09-04 10:00:00",20,735.7,762,83,"Wind blowing from the west-northwest",2,NA,"","","Few clouds (10-30%) 300 m, broken clouds (60-90%) 480 m","6.0",17,"300","0","480","0",0,0
"3583","2014-09-04 11:00:00",22,735.1,761.2,73,"Wind blowing from the west-northwest",3,NA,"","","Scattered clouds (40-50%) 480 m","10.0 and more",17,"0","480","0","0",0,0
"3584","2014-09-04 12:00:00",23,735.2,761.2,69,"Wind blowing from the west",4,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",17,"480","0","0","0",0,0
"3585","2014-09-04 13:00:00",26,734.8,760.5,61,"Wind blowing from the west",3,NA,"","","No Significant Clouds","10.0 and more",18,"0","0","0","0",0,0
"3586","2014-09-04 14:00:00",27,734.9,760.5,54,"Wind blowing from the west",5,NA,"","","No Significant Clouds","10.0 and more",17,"0","0","0","0",0,0
"3587","2014-09-04 15:00:00",28,734.2,759.7,51,"Wind blowing from the west",5,NA,"","","No Significant Clouds","10.0 and more",17,"0","0","0","0",0,0
"3588","2014-09-04 16:00:00",30,733.7,759,40,"Wind blowing from the west",7,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3589","2014-09-04 17:00:00",31,733.8,759,38,"Wind blowing from the north-northwest",6,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3590","2014-09-04 18:00:00",29,733.6,759,43,"Wind blowing from the north-west",5,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3591","2014-09-05 06:00:00",18,734.8,761.2,94,"Wind blowing from the west",1,NA,"Mist","","Overcast (100%) 180 m","4.0",17,"0","0","0","180",0,0
"3592","2014-09-05 07:00:00",18,734.8,761.2,94,"Wind blowing from the south",1,NA,"Mist","","Overcast (100%) 180 m","4.0",17,"0","0","0","180",0,0
"3593","2014-09-05 08:00:00",18,735.6,762,94,"Wind blowing from the south-west",2,NA,"Mist","","Overcast (100%) 180 m","4.0",17,"0","0","0","180",0,0
"3594","2014-09-05 09:00:00",19,735.6,762,88,"Wind blowing from the south-west",1,NA,"Mist","","Broken clouds (60-90%) 180 m","4.0",17,"0","0","180","0",0,0
"3595","2014-09-05 10:00:00",21,736.6,762.8,73,"Wind blowing from the west",2,NA,"","","Few clouds (10-30%) 480 m","8.0",16,"480","0","0","0",0,0
"3596","2014-09-05 11:00:00",23,736,762,69,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",17,"0","0","0","0",0,0
"3597","2014-09-05 12:00:00",25,736.2,762,57,"Wind blowing from the west",4,NA,"","","No Significant Clouds","10.0 and more",16,"0","0","0","0",0,0
"3598","2014-09-05 13:00:00",28,735.6,761.2,51,"Wind blowing from the west",6,NA,"","","No Significant Clouds","10.0 and more",17,"0","0","0","0",0,0
"3599","2014-09-05 14:00:00",28,735,760.5,51,"Wind blowing from the west",5,NA,"","","No Significant Clouds","10.0 and more",17,"0","0","0","0",0,0
"3600","2014-09-05 16:00:00",31,733.8,759,40,"Wind blowing from the west-southwest",6,NA,"","","No Significant Clouds","10.0 and more",16,"0","0","0","0",0,0
"3601","2014-09-05 17:00:00",32,733.9,759,38,"Wind blowing from the north",6,NA,"","","No Significant Clouds","10.0 and more",16,"0","0","0","0",0,0
"3602","2014-09-05 18:00:00",29,733.6,759,43,"Wind blowing from the north",7,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3603","2014-09-06 06:00:00",17,734,760.5,94,"Wind blowing from the south-west",3,NA,"","","Few clouds (10-30%) 180 m, scattered clouds (40-50%) 3000 m","6.0",16,"180","3000","0","0",0,0
"3604","2014-09-06 07:00:00",17,734.7,761.2,94,"Wind blowing from the south",2,NA,"","","Few clouds (10-30%) 180 m, scattered clouds (40-50%) 3000 m","5.0",16,"180","3000","0","0",0,0
"3605","2014-09-06 08:00:00",18,734.8,761.2,94,"Wind blowing from the south-southeast",2,NA,"","","Scattered clouds (40-50%) 180 m, scattered clouds (40-50%) 3000 m","5.0",17,"0","3000","0","0",0,0
"3606","2014-09-06 09:00:00",19,734.9,761.2,88,"Wind blowing from the south-west",2,NA,"","","Scattered clouds (40-50%) 180 m, broken clouds (60-90%) 3000 m","5.0",17,"0","180","3000","0",0,0
"3607","2014-09-06 10:00:00",21,735.1,761.2,78,"Wind blowing from the west",2,NA,"","","No Significant Clouds","8.0",17,"0","0","0","0",0,0
"3608","2014-09-06 11:00:00",23,734.5,760.5,65,"Wind blowing from the west",3,NA,"","","No Significant Clouds","10.0 and more",16,"0","0","0","0",0,0
"3609","2014-09-06 13:00:00",29,733.6,759,43,"Wind blowing from the west",5,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3610","2014-09-06 14:00:00",32,733.1,758.2,36,"Wind blowing from the south-west",5,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3611","2014-09-06 15:00:00",33,732.7,757.7,32,"Wind blowing from the north-west",4,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"3612","2014-09-06 16:00:00",30,732.4,757.7,38,"Wind blowing from the north",8,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"3613","2014-09-06 17:00:00",31,732.5,757.7,33,"Wind blowing from the north",6,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"3614","2014-09-06 18:00:00",28,732.7,758.2,37,"Wind blowing from the north",8,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"3615","2014-09-07 06:00:00",20,733.5,759.7,78,"Wind blowing from the north",3,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",16,"480","0","0","0",0,0
"3616","2014-09-07 07:00:00",18,734.1,760.5,78,"",NA,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",14,"480","0","0","0",0,0
"3617","2014-09-07 10:00:00",26,734,759.7,48,"Wind blowing from the west",3,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",14,"480","0","0","0",0,0
"3618","2014-09-07 11:00:00",30,734.4,759.7,29,"Wind blowing from the north-northeast",2,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",10,"480","0","0","0",0,0
"3619","2014-09-07 12:00:00",31,733.8,759,24,"Wind blowing from the north-northwest",5,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",8,"480","0","0","0",0,0
"3620","2014-09-07 13:00:00",32,733.1,758.2,27,"Wind blowing from the north-northwest",6,NA,"","","No Significant Clouds","10.0 and more",11,"0","0","0","0",0,0
"3621","2014-09-07 14:00:00",32,733.1,758.2,29,"Wind blowing from the north",7,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"3622","2014-09-07 15:00:00",31,733,758.2,31,"Wind blowing from the north",8,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"3623","2014-09-07 16:00:00",31,733,758.2,46,"Wind blowing from the north",7,NA,"","","No Significant Clouds","10.0 and more",18,"0","0","0","0",0,0
"3624","2014-09-07 17:00:00",29,732.8,758.2,40,"Wind blowing from the north",7,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"3625","2014-09-07 18:00:00",27,732.7,758.2,51,"Wind blowing from the north",8,NA,"","","No Significant Clouds","10.0 and more",16,"0","0","0","0",0,0
"3626","2014-09-08 06:00:00",18,734.1,760.5,83,"Wind blowing from the west-northwest",1,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",15,"480","0","0","0",0,0
"3627","2014-09-08 07:00:00",19,734.2,760.5,83,"Wind blowing from the north",2,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",16,"480","0","0","0",0,0
"3628","2014-09-08 08:00:00",21,734.4,760.5,69,"Wind blowing from the north",1,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",15,"480","0","0","0",0,0
"3629","2014-09-08 09:00:00",23,734.5,760.5,61,"Wind blowing from the north-northeast",1,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",15,"480","0","0","0",0,0
"3630","2014-09-08 10:00:00",24,734.6,760.5,61,"Wind blowing from the north-northwest",6,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",16,"480","0","0","0",0,0
"3631","2014-09-08 11:00:00",27,734.1,759.7,48,"Wind blowing from the north-west",6,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",15,"480","0","0","0",0,0
"3632","2014-09-08 12:00:00",28,734.2,759.7,42,"Wind blowing from the north-west",4,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",14,"480","0","0","0",0,0
"3633","2014-09-08 13:00:00",30,734.4,759.7,35,"Wind blowing from the north-west",5,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",13,"480","0","0","0",0,0
"3634","2014-09-08 14:00:00",30,733.7,759,33,"Wind blowing from the north",7,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"3635","2014-09-08 15:00:00",31,733.8,759,29,"Wind blowing from the north",6,NA,"","","No Significant Clouds","10.0 and more",11,"0","0","0","0",0,0
"3636","2014-09-08 16:00:00",30,732.9,758.2,33,"Wind blowing from the north-northwest",5,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"3637","2014-09-08 18:00:00",27,733.4,759,48,"Wind blowing from the north",6,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3638","2014-09-09 06:00:00",17,734.7,761.2,94,"Wind blowing from the south-west",3,NA,"","","Scattered clouds (40-50%) 150 m","10.0 and more",16,"0","150","0","0",0,0
"3639","2014-09-09 07:00:00",16,734.6,761.2,100,"Wind blowing from the south-southwest",2,NA,"","","Scattered clouds (40-50%) 150 m","5.0",16,"0","150","0","0",0,0
"3640","2014-09-09 08:00:00",18,734.8,761.2,94,"Wind blowing from the west-southwest",2,NA,"","","Few clouds (10-30%) 150 m","6.0",17,"150","0","0","0",0,0
"3641","2014-09-09 09:00:00",20,735,761.2,88,"Wind blowing from the west",2,NA,"","","Few clouds (10-30%) 180 m","10.0 and more",18,"180","0","0","0",0,0
"3642","2014-09-09 10:00:00",23,735.2,761.2,65,"Wind blowing from the west",1,NA,"","","No Significant Clouds","10.0 and more",16,"0","0","0","0",0,0
"3643","2014-09-09 11:00:00",25,735.4,761.2,54,"Wind blowing from the west-northwest",1,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3644","2014-09-09 12:00:00",28,735,760.5,42,"Wind blowing from the west",3,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"3645","2014-09-09 13:00:00",30,734.4,759.7,38,"Wind blowing from the west",4,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"3646","2014-09-09 14:00:00",33,733.9,759,26,"Wind blowing from the west",4,NA,"","","No Significant Clouds","10.0 and more",11,"0","0","0","0",0,0
"3647","2014-09-09 15:00:00",32,733.9,759,31,"Wind blowing from the west",9,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"3648","2014-09-09 16:00:00",31,733.8,759,35,"Wind blowing from the west",9,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"3649","2014-09-09 17:00:00",31,733.8,759,35,"Wind blowing from the west-northwest",7,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"3650","2014-09-09 18:00:00",30,733.7,759,33,"Wind blowing from the north",7,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"3651","2014-09-10 06:00:00",16,734.6,761.2,83,"Wind blowing from the east",2,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"3652","2014-09-10 07:00:00",16,734.6,761.2,83,"Wind blowing from the east",1,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"3653","2014-09-10 08:00:00",20,735.7,762,78,"Wind blowing from the east-southeast",1,NA,"","","No Significant Clouds","10.0 and more",16,"0","0","0","0",0,0
"3654","2014-09-10 09:00:00",21,735.8,762,73,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",16,"0","0","0","0",0,0
"3655","2014-09-10 10:00:00",23,736,762,65,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",16,"0","0","0","0",0,0
"3656","2014-09-10 11:00:00",26,735.5,761.2,51,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3657","2014-09-10 12:00:00",29,735.1,760.5,43,"Wind blowing from the west",3,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3658","2014-09-10 13:00:00",30,734.4,759.7,38,"Wind blowing from the north-west",3,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"3659","2014-09-10 14:00:00",32,734.5,759.7,29,"Wind blowing from the west-northwest",3,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"3660","2014-09-10 15:00:00",34,734,759,21,"Wind blowing from the west",5,NA,"","","No Significant Clouds","10.0 and more",9,"0","0","0","0",0,0
"3661","2014-09-10 16:00:00",34,734,759,23,"Wind blowing from the west-northwest",7,NA,"","","No Significant Clouds","10.0 and more",10,"0","0","0","0",0,0
"3662","2014-09-10 17:00:00",33,733.9,759,18,"Wind blowing from the north-west",5,NA,"","","No Significant Clouds","10.0 and more",6,"0","0","0","0",0,0
"3663","2014-09-10 18:00:00",32,733.9,759,21,"Wind blowing from the north",5,NA,"","","No Significant Clouds","10.0 and more",7,"0","0","0","0",0,0
"3664","2014-09-11 06:00:00",18,735.6,762,83,"Wind blowing from the south-west",3,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3665","2014-09-11 07:00:00",17,735.5,762,88,"Wind blowing from the west-southwest",3,NA,"","","Few clouds (10-30%) 180 m","10.0 and more",15,"180","0","0","0",0,0
"3666","2014-09-11 08:00:00",18,736.3,762.8,88,"Wind blowing from the west-southwest",3,NA,"","","Few clouds (10-30%) 180 m","10.0 and more",16,"180","0","0","0",0,0
"3667","2014-09-11 09:00:00",20,736.5,762.8,83,"Wind blowing from the south-west",2,NA,"","","Few clouds (10-30%) 180 m","10.0 and more",17,"180","0","0","0",0,0
"3668","2014-09-11 10:00:00",22,736.7,762.8,69,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",16,"0","0","0","0",0,0
"3669","2014-09-11 11:00:00",26,736.3,762,51,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3670","2014-09-11 13:00:00",31,735.2,760.5,29,"Wind blowing from the north-west",2,NA,"","","No Significant Clouds","10.0 and more",11,"0","0","0","0",0,0
"3671","2014-09-11 14:00:00",33,734.6,759.7,28,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"3672","2014-09-11 15:00:00",34,734,759,30,"Wind blowing from the west",6,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"3673","2014-09-11 16:00:00",34,734,759,28,"Wind blowing from the west",7,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"3674","2014-09-11 17:00:00",33,733.9,759,28,"Wind blowing from the west",7,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"3675","2014-09-11 18:00:00",30,733.7,759,38,"Wind blowing from the west",7,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"3676","2014-09-12 06:00:00",18,735.6,762,73,"Wind blowing from the east",1,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"3677","2014-09-12 07:00:00",18,735.6,762,73,"Calm, no wind",0,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"3678","2014-09-12 08:00:00",20,735.7,762,69,"Wind blowing from the east",1,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"3679","2014-09-12 09:00:00",23,736,762,61,"Wind blowing from the north-east",1,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3680","2014-09-12 10:00:00",25,736.2,762,51,"Wind blowing from the north-northwest",1,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"3681","2014-09-12 11:00:00",26,736.3,762,48,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"3682","2014-09-12 12:00:00",30,735.1,760.5,35,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"3683","2014-09-12 13:00:00",32,735.3,760.5,29,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"3684","2014-09-12 14:00:00",34,734,759,26,"Wind blowing from the west",4,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"3685","2014-09-12 15:00:00",34,734,759,26,"Wind blowing from the west",4,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"3686","2014-09-12 16:00:00",35,733.3,758.2,26,"Wind blowing from the west",7,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"3687","2014-09-12 17:00:00",34,733.2,758.2,28,"Wind blowing from the west",7,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"3688","2014-09-12 18:00:00",34,734,759,26,"Wind blowing from the north-west",5,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"3689","2014-09-13 06:00:00",19,735.6,762,73,"Wind blowing from the west-southwest",2,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"3690","2014-09-13 07:00:00",19,735.6,762,83,"Wind blowing from the west-southwest",2,NA,"","","No Significant Clouds","10.0 and more",16,"0","0","0","0",0,0
"3691","2014-09-13 08:00:00",20,735.7,762,83,"Wind blowing from the west-southwest",2,NA,"","","No Significant Clouds","10.0 and more",17,"0","0","0","0",0,0
"3692","2014-09-13 10:00:00",26,736.3,762,51,"Wind blowing from the north-northeast",1,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3693","2014-09-13 11:00:00",28,736.4,762,40,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"3694","2014-09-13 12:00:00",31,735.9,761.2,33,"Wind blowing from the west-southwest",2,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"3695","2014-09-13 13:00:00",33,735.4,760.5,28,"Wind blowing from the west-northwest",3,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"3696","2014-09-13 14:00:00",35,734.8,759.7,26,"Wind blowing from the west-northwest",3,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"3697","2014-09-13 15:00:00",35,734.8,759.7,30,"Wind blowing from the west",6,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3698","2014-09-13 16:00:00",33,733.9,759,34,"Wind blowing from the west",8,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3699","2014-09-13 17:00:00",32,734.5,759.7,31,"Wind blowing from the west",8,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"3700","2014-09-13 18:00:00",31,734.4,759.7,29,"Wind blowing from the west",6,NA,"","","No Significant Clouds","10.0 and more",11,"0","0","0","0",0,0
"3701","2014-09-14 07:00:00",21,735.8,762,64,"Wind blowing from the west-northwest",2,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"3702","2014-09-14 08:00:00",22,735.9,762,69,"Wind blowing from the north-east",1,NA,"","","No Significant Clouds","10.0 and more",16,"0","0","0","0",0,0
"3703","2014-09-14 09:00:00",24,736.1,762,57,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3704","2014-09-14 10:00:00",25,736.9,762.8,51,"",NA,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"3705","2014-09-14 11:00:00",29,737.3,762.8,35,"Wind blowing from the north-east",1,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
