,Local.time.in.Agadir...Al.Massira..airport.,T,P0,P,U,DD,Ff,ff10,WW,W.W.,c,VV,Td,Few clouds,Scattered clouds,Broken clouds,Overcast,cumulonimbus clouds,cumulus congestus of great vertical extent
15572,3/24/15 22:30,13,753,759.7,72,Wind blowing from the west,6,NA,,,Scattered clouds (40-50%) 600 m,10.0 and more,8,0,600,0,0,0,0
15573,3/24/15 23:00,13,753,759.7,72,Wind blowing from the west,7,NA,,,Scattered clouds (40-50%) 600 m,10.0 and more,8,0,600,0,0,0,0
15574,3/24/15 23:30,13,753,759.7,72,Wind blowing from the west-southwest,7,NA,,,Scattered clouds (40-50%) 600 m,10.0 and more,8,0,600,0,0,0,0
15575,3/25/15 0:00,13,752.3,759,72,Wind blowing from the west-southwest,6,NA,,,Scattered clouds (40-50%) 600 m,10.0 and more,8,0,600,0,0,0,0
15576,3/25/15 1:00,13,752.3,759,77,Wind blowing from the west-southwest,7,NA,,,Scattered clouds (40-50%) 600 m,10.0 and more,9,0,600,0,0,0,0
15577,3/25/15 1:30,13,752.3,759,72,Wind blowing from the west-southwest,6,NA,,,Scattered clouds (40-50%) 600 m,10.0 and more,8,0,600,0,0,0,0
15578,3/25/15 2:00,14,752.3,759,67,Wind blowing from the west-southwest,5,10,,,Scattered clouds (40-50%) 600 m,10.0 and more,8,0,600,0,0,0,0
15579,3/25/15 3:00,13,751.5,758.2,77,Wind blowing from the west-southwest,6,NA,,,Scattered clouds (40-50%) 600 m,10.0 and more,9,0,600,0,0,0,0
15580,3/25/15 3:30,13,751.5,758.2,77,Wind blowing from the west-southwest,5,NA,,,Scattered clouds (40-50%) 600 m,10.0 and more,9,0,600,0,0,0,0
15581,3/25/15 4:00,13,751.5,758.2,77,Wind blowing from the west,7,NA,,,Scattered clouds (40-50%) 600 m,10.0 and more,9,0,600,0,0,0,0
15582,3/25/15 4:30,13,751.5,758.2,72,Wind blowing from the west,6,NA,,,Scattered clouds (40-50%) 600 m,10.0 and more,8,0,600,0,0,0,0
15583,3/25/15 5:00,14,751.6,758.2,63,Wind blowing from the west,5,NA,,,Scattered clouds (40-50%) 600 m,10.0 and more,7,0,600,0,0,0,0
15584,3/25/15 6:00,14,751.6,758.2,59,Wind blowing from the west,7,NA,,,Scattered clouds (40-50%) 600 m,10.0 and more,6,0,600,0,0,0,0
15585,3/25/15 7:00,14,751.6,758.2,59,Wind blowing from the west-northwest,5,NA,,,Scattered clouds (40-50%) 600 m,10.0 and more,6,0,600,0,0,0,0
15586,3/25/15 7:30,15,752.4,759,55,Wind blowing from the west-northwest,7,NA,,,Scattered clouds (40-50%) 600 m,10.0 and more,6,0,600,0,0,0,0
15587,3/25/15 8:00,15,752.4,759,63,Wind blowing from the west,6,NA,,,Scattered clouds (40-50%) 600 m,10.0 and more,8,0,600,0,0,0,0
15588,3/25/15 9:00,17,NA,NA,52,,NA,NA,,,Few clouds (10-30%) 600 m,10.0 and more,7,600,0,0,0,0,0
15589,3/25/15 9:30,18,753.1,759.7,49,Wind blowing from the west-northwest,8,NA,,,Few clouds (10-30%) 600 m,10.0 and more,7,600,0,0,0,0,0
15590,3/25/15 10:00,18,753.1,759.7,49,Wind blowing from the west-northwest,9,NA,,,Scattered clouds (40-50%) 600 m,10.0 and more,7,0,600,0,0,0,0
15591,3/25/15 11:00,19,753.2,759.7,43,Wind blowing from the west-northwest,10,NA,,,Scattered clouds (40-50%) 600 m,10.0 and more,6,0,600,0,0,0,0
15592,3/25/15 12:00,20,753.2,759.7,38,Wind blowing from the west,7,NA,,,Scattered clouds (40-50%) 600 m,10.0 and more,5,0,600,0,0,0,0
15593,3/25/15 13:00,19,753.2,759.7,56,Wind blowing from the west,10,NA,,,Scattered clouds (40-50%) 600 m,10.0 and more,10,0,600,0,0,0,0
15594,3/25/15 13:30,20,753.2,759.7,53,Wind blowing from the west,10,NA,,,Scattered clouds (40-50%) 600 m,10.0 and more,10,0,600,0,0,0,0
15595,3/25/15 14:00,20,752.5,759,53,Wind blowing from the west,10,NA,,,Scattered clouds (40-50%) 600 m,10.0 and more,10,0,600,0,0,0,0
15596,3/26/15 6:00,10,756.7,763.5,82,Wind blowing from the east,2,NA,,,No Significant Clouds,10.0 and more,7,0,0,0,0,0,0
15597,3/26/15 6:30,11,756.7,763.5,82,Wind blowing from the east-southeast,2,NA,,,No Significant Clouds,10.0 and more,8,0,0,0,0,0,0
15598,3/26/15 7:00,9,757.5,764.3,87,Wind blowing from the north-east,3,NA,,,No Significant Clouds,10.0 and more,7,0,0,0,0,0,0
15599,3/26/15 7:30,10,757.5,764.3,88,Wind blowing from the east-northeast,3,NA,,,No Significant Clouds,10.0 and more,8,0,0,0,0,0,0
15600,3/26/15 8:00,11,757.5,764.3,88,Wind blowing from the east-northeast,3,NA,,,No Significant Clouds,10.0 and more,9,0,0,0,0,0,0
15601,3/26/15 8:30,13,758.3,765,77,Wind blowing from the east-northeast,2,NA,,,No Significant Clouds,10.0 and more,9,0,0,0,0,0,0
15602,3/26/15 9:00,14,758.3,765,72,Wind blowing from the east,2,NA,,,No Significant Clouds,10.0 and more,9,0,0,0,0,0,0
15603,3/26/15 9:30,15,758.3,765,63,Wind blowing from the east,2,NA,,,No Significant Clouds,10.0 and more,8,0,0,0,0,0,0
15604,3/26/15 10:00,16,758.3,765,59,Wind blowing from the east,2,NA,,,No Significant Clouds,10.0 and more,8,0,0,0,0,0,0
15605,3/26/15 10:30,16,758.3,765,55,Wind blowing from the east-northeast,3,NA,,,No Significant Clouds,10.0 and more,7,0,0,0,0,0,0
15606,3/26/15 11:00,17,758.4,765,52,Wind blowing from the north,2,NA,,,No Significant Clouds,10.0 and more,7,0,0,0,0,0,0
15607,3/26/15 11:30,18,758.4,765,49,Wind blowing from the north,3,NA,,,No Significant Clouds,10.0 and more,7,0,0,0,0,0,0
15608,3/26/15 12:00,18,758.4,765,49,Wind blowing from the west-northwest,2,NA,,,No Significant Clouds,10.0 and more,7,0,0,0,0,0,0
15609,3/26/15 12:30,19,757.7,764.3,43,Wind blowing from the north-northwest,2,NA,,,No Significant Clouds,10.0 and more,6,0,0,0,0,0,0
15610,3/26/15 13:00,19,757.7,764.3,49,Wind blowing from the west,5,NA,,,No Significant Clouds,10.0 and more,8,0,0,0,0,0,0
15611,3/26/15 13:30,20,757.7,764.3,46,Wind blowing from the west,4,NA,,,No Significant Clouds,10.0 and more,8,0,0,0,0,0,0
15612,3/26/15 14:00,20,756.9,763.5,40,Wind blowing from the west,4,NA,,,No Significant Clouds,10.0 and more,6,0,0,0,0,0,0
15613,3/26/15 14:30,20,756.9,763.5,40,Wind blowing from the west-southwest,4,NA,,,No Significant Clouds,10.0 and more,6,0,0,0,0,0,0
15614,3/26/15 15:00,20,756.9,763.5,40,Wind blowing from the south-west,4,NA,,,No Significant Clouds,10.0 and more,6,0,0,0,0,0,0
15615,3/26/15 15:30,21,757,763.5,38,Wind blowing from the south-west,3,NA,,,No Significant Clouds,10.0 and more,6,0,0,0,0,0,0
15616,3/26/15 16:00,21,756.3,762.8,38,Wind blowing from the south-west,3,NA,,,No Significant Clouds,10.0 and more,6,0,0,0,0,0,0
15617,3/26/15 16:30,21,756.3,762.8,38,Wind blowing from the west-southwest,4,NA,,,No Significant Clouds,10.0 and more,6,0,0,0,0,0,0
15618,3/26/15 17:00,21,756.3,762.8,40,Wind blowing from the south-southwest,3,NA,,,No Significant Clouds,10.0 and more,7,0,0,0,0,0,0
15619,3/26/15 18:00,20,756.9,763.5,46,Wind blowing from the south-west,3,NA,,,No Significant Clouds,10.0 and more,8,0,0,0,0,0,0
15620,3/26/15 19:00,18,756.9,763.5,52,Wind blowing from the south-southwest,2,NA,,,No Significant Clouds,10.0 and more,8,0,0,0,0,0,0
15621,3/26/15 19:30,17,757.7,764.3,56,Wind blowing from the south,2,NA,,,No Significant Clouds,10.0 and more,8,0,0,0,0,0,0
15622,3/26/15 20:00,16,757.6,764.3,59,Wind blowing from the south-southeast,2,NA,,,No Significant Clouds,10.0 and more,8,0,0,0,0,0,0
15623,3/26/15 20:30,15,757.6,764.3,68,Wind blowing from the south-southeast,2,NA,,,No Significant Clouds,10.0 and more,9,0,0,0,0,0,0
15624,3/26/15 21:00,15,758.3,765,68,Wind blowing from the south-east,2,NA,,,No Significant Clouds,10.0 and more,9,0,0,0,0,0,0
15625,3/26/15 22:00,14,758.3,765,72,Wind blowing from the south-east,2,NA,,,No Significant Clouds,10.0 and more,9,0,0,0,0,0,0
15626,3/26/15 22:30,13,758.3,765,77,Wind blowing from the east,1,NA,,,No Significant Clouds,10.0 and more,9,0,0,0,0,0,0
15627,3/26/15 23:00,12,758.2,765,82,Wind blowing from the north-northeast,2,NA,,,No Significant Clouds,10.0 and more,9,0,0,0,0,0,0
15628,3/26/15 23:30,13,758.3,765,77,Wind blowing from the north,2,NA,,,No Significant Clouds,10.0 and more,9,0,0,0,0,0,0
15629,3/27/15 0:00,13,758.3,765,77,variable wind direction,1,NA,,,No Significant Clouds,10.0 and more,9,0,0,0,0,0,0
15630,3/27/15 1:00,11,758.2,765,88,Wind blowing from the east-southeast,2,NA,,,No Significant Clouds,10.0 and more,9,0,0,0,0,0,0
15631,3/27/15 1:30,11,758.2,765,88,Wind blowing from the east-southeast,2,NA,,,No Significant Clouds,10.0 and more,9,0,0,0,0,0,0
15632,3/27/15 2:00,11,758.2,765,88,Wind blowing from the east,2,NA,,,No Significant Clouds,10.0 and more,9,0,0,0,0,0,0
15633,3/27/15 3:00,10,757.5,764.3,94,Wind blowing from the east-southeast,2,NA,,,No Significant Clouds,10.0 and more,9,0,0,0,0,0,0
15634,3/27/15 3:30,10,757.5,764.3,88,Wind blowing from the east,1,NA,,,No Significant Clouds,10.0 and more,8,0,0,0,0,0,0
15635,3/27/15 4:00,10,757.5,764.3,88,Wind blowing from the south-southeast,2,NA,,,No Significant Clouds,10.0 and more,8,0,0,0,0,0,0
15636,3/27/15 4:30,9,757.5,764.3,94,Wind blowing from the south-southeast,3,NA,,,No Significant Clouds,10.0 and more,8,0,0,0,0,0,0
15637,3/27/15 5:00,10,758.2,765,88,Wind blowing from the south,2,NA,,,No Significant Clouds,10.0 and more,8,0,0,0,0,0,0
15638,3/27/15 5:30,9,758.2,765,94,Wind blowing from the south-west,2,NA,,,No Significant Clouds,10.0 and more,8,0,0,0,0,0,0
15639,3/27/15 6:00,9,758.2,765,94,"Calm, no wind",0,NA,,,No Significant Clouds,10.0 and more,8,0,0,0,0,0,0
15640,3/27/15 6:30,9,759,765.8,87,Wind blowing from the south,2,NA,,,No Significant Clouds,10.0 and more,7,0,0,0,0,0,0
15641,3/27/15 7:00,9,759,765.8,94,Wind blowing from the south-southeast,3,NA,,,No Significant Clouds,10.0 and more,8,0,0,0,0,0,0
15642,3/27/15 7:30,11,759.8,766.6,88,Wind blowing from the south-southeast,2,NA,,,No Significant Clouds,10.0 and more,9,0,0,0,0,0,0
15643,3/27/15 8:00,13,759.9,766.6,88,variable wind direction,1,NA,,,No Significant Clouds,10.0 and more,11,0,0,0,0,0,0
15644,3/27/15 8:30,15,760.6,767.3,82,variable wind direction,1,NA,,,No Significant Clouds,10.0 and more,12,0,0,0,0,0,0
15645,3/27/15 9:00,16,760.6,767.3,77,variable wind direction,1,NA,,,No Significant Clouds,10.0 and more,12,0,0,0,0,0,0
15646,3/27/15 9:30,16,760.6,767.3,77,Wind blowing from the north-northeast,2,NA,,,No Significant Clouds,10.0 and more,12,0,0,0,0,0,0
15647,3/27/15 10:00,17,760.6,767.3,68,Wind blowing from the north,2,NA,,,No Significant Clouds,10.0 and more,11,0,0,0,0,0,0
15648,3/27/15 10:30,19,760.7,767.3,60,Wind blowing from the north-east,2,NA,,,No Significant Clouds,10.0 and more,11,0,0,0,0,0,0
15649,3/27/15 11:00,21,760.7,767.3,53,Wind blowing from the east,2,NA,,,No Significant Clouds,10.0 and more,11,0,0,0,0,0,0
15650,3/27/15 11:30,22,760.8,767.3,53,Wind blowing from the north,2,NA,,,No Significant Clouds,10.0 and more,12,0,0,0,0,0,0
15651,3/27/15 12:00,23,760.8,767.3,47,variable wind direction,2,NA,,,No Significant Clouds,10.0 and more,11,0,0,0,0,0,0
15652,3/27/15 12:30,24,760.1,766.6,41,Wind blowing from the north-northwest,2,NA,,,No Significant Clouds,10.0 and more,10,0,0,0,0,0,0
15653,3/27/15 13:00,25,760.1,766.6,36,Wind blowing from the west,2,NA,,,No Significant Clouds,10.0 and more,9,0,0,0,0,0,0
15654,3/27/15 13:30,25,760.1,766.6,42,Wind blowing from the west,4,NA,,,No Significant Clouds,10.0 and more,11,0,0,0,0,0,0
15655,3/27/15 14:00,24,760.1,766.6,50,Wind blowing from the west,5,NA,,,No Significant Clouds,10.0 and more,13,0,0,0,0,0,0
15656,3/27/15 14:30,23,759.3,765.8,50,Wind blowing from the west,5,NA,,,No Significant Clouds,10.0 and more,12,0,0,0,0,0,0
15657,3/27/15 15:00,23,759.3,765.8,53,Wind blowing from the west,5,NA,,,No Significant Clouds,10.0 and more,13,0,0,0,0,0,0
15658,3/27/15 15:30,23,759.3,765.8,53,Wind blowing from the west,5,NA,,,No Significant Clouds,10.0 and more,13,0,0,0,0,0,0
15659,3/27/15 16:00,23,759.3,765.8,50,Wind blowing from the west,5,NA,,,No Significant Clouds,10.0 and more,12,0,0,0,0,0,0
15660,3/27/15 16:30,24,759.3,765.8,47,Wind blowing from the west-southwest,4,NA,,,No Significant Clouds,10.0 and more,12,0,0,0,0,0,0
15661,3/27/15 17:00,24,758.5,765,44,Wind blowing from the west-southwest,4,NA,,,No Significant Clouds,10.0 and more,11,0,0,0,0,0,0
15662,3/27/15 18:00,24,759.3,765.8,34,Wind blowing from the west-southwest,4,NA,,,No Significant Clouds,10.0 and more,7,0,0,0,0,0,0
15663,3/27/15 18:30,23,759.3,765.8,36,Wind blowing from the south-west,4,NA,,,No Significant Clouds,10.0 and more,7,0,0,0,0,0,0
15664,3/27/15 19:00,20,759.2,765.8,56,Wind blowing from the south-southwest,4,NA,,,No Significant Clouds,10.0 and more,11,0,0,0,0,0,0
15665,3/27/15 19:30,19,759.2,765.8,60,Wind blowing from the south-southwest,4,NA,,,No Significant Clouds,10.0 and more,11,0,0,0,0,0,0
15666,3/27/15 20:00,18,760,766.6,68,Wind blowing from the south,4,NA,,,No Significant Clouds,10.0 and more,12,0,0,0,0,0,0
15667,3/27/15 20:30,18,760,766.6,68,Wind blowing from the south-southwest,4,NA,,,No Significant Clouds,10.0 and more,12,0,0,0,0,0,0
15668,3/27/15 21:00,17,760,766.6,73,Wind blowing from the south-southwest,4,NA,,,No Significant Clouds,10.0 and more,12,0,0,0,0,0,0
15669,3/27/15 22:00,16,759.9,766.6,77,Wind blowing from the south-southwest,3,NA,,,No Significant Clouds,10.0 and more,12,0,0,0,0,0,0
15670,3/27/15 22:30,15,760.6,767.3,77,Wind blowing from the west,2,NA,,,No Significant Clouds,10.0 and more,11,0,0,0,0,0,0
15671,3/27/15 23:00,15,760.6,767.3,77,variable wind direction,1,NA,,,No Significant Clouds,10.0 and more,11,0,0,0,0,0,0
15672,3/28/15 0:00,13,760.6,767.3,88,variable wind direction,1,NA,,,No Significant Clouds,10.0 and more,11,0,0,0,0,0,0
15673,3/28/15 1:00,13,760.6,767.3,88,Wind blowing from the east-southeast,2,NA,,,No Significant Clouds,10.0 and more,11,0,0,0,0,0,0
15674,3/28/15 1:30,13,760.6,767.3,88,Wind blowing from the east,3,NA,,,No Significant Clouds,10.0 and more,11,0,0,0,0,0,0
15675,3/28/15 2:00,14,759.9,766.6,82,Wind blowing from the east-southeast,3,NA,,,No Significant Clouds,10.0 and more,11,0,0,0,0,0,0
15676,3/28/15 2:30,14,759.9,766.6,82,Wind blowing from the east,3,NA,,,No Significant Clouds,10.0 and more,11,0,0,0,0,0,0
15677,3/28/15 3:00,13,759.9,766.6,88,Wind blowing from the east,3,NA,,,No Significant Clouds,10.0 and more,11,0,0,0,0,0,0
15678,3/28/15 4:00,12,759.8,766.6,88,Wind blowing from the north-east,3,NA,,,No Significant Clouds,10.0 and more,10,0,0,0,0,0,0
15679,3/28/15 4:30,12,759.8,766.6,88,Wind blowing from the north-east,2,NA,,,No Significant Clouds,10.0 and more,10,0,0,0,0,0,0
15680,3/28/15 5:00,12,759.8,766.6,88,Wind blowing from the east-northeast,4,NA,,,No Significant Clouds,10.0 and more,10,0,0,0,0,0,0
15681,3/28/15 5:30,12,759.8,766.6,82,Wind blowing from the east-northeast,3,NA,,,No Significant Clouds,10.0 and more,9,0,0,0,0,0,0
15682,3/28/15 6:00,12,759.8,766.6,82,Wind blowing from the east,4,NA,,,No Significant Clouds,10.0 and more,9,0,0,0,0,0,0
15683,3/28/15 7:00,12,759.8,766.6,82,Wind blowing from the east,3,NA,,,No Significant Clouds,10.0 and more,9,0,0,0,0,0,0
15684,3/28/15 7:30,13,759.9,766.6,82,Wind blowing from the east-northeast,3,NA,,,No Significant Clouds,10.0 and more,10,0,0,0,0,0,0
15685,3/28/15 8:00,16,759.9,766.6,68,Wind blowing from the east-northeast,4,NA,,,No Significant Clouds,10.0 and more,10,0,0,0,0,0,0
15686,3/28/15 9:00,20,760.7,767.3,53,Wind blowing from the east-northeast,3,NA,,,No Significant Clouds,10.0 and more,10,0,0,0,0,0,0
15687,3/28/15 10:00,22,760.8,767.3,41,Wind blowing from the east,2,NA,,,No Significant Clouds,10.0 and more,8,0,0,0,0,0,0
15688,3/28/15 10:30,24,760.8,767.3,36,variable wind direction,1,NA,,,No Significant Clouds,10.0 and more,8,0,0,0,0,0,0
15689,3/28/15 11:00,24,760.8,767.3,39,Wind blowing from the north-west,2,NA,,,No Significant Clouds,10.0 and more,9,0,0,0,0,0,0
15690,3/28/15 11:30,23,760.8,767.3,50,Wind blowing from the west,4,NA,,,No Significant Clouds,10.0 and more,12,0,0,0,0,0,0
15691,3/28/15 12:00,22,760.8,767.3,57,Wind blowing from the west,5,NA,,,No Significant Clouds,10.0 and more,13,0,0,0,0,0,0
15692,3/28/15 13:00,22,760.1,766.6,61,Wind blowing from the west-southwest,5,NA,,,No Significant Clouds,10.0 and more,14,0,0,0,0,0,0
15693,3/28/15 13:30,22,760.1,766.6,57,Wind blowing from the west-southwest,5,NA,,,No Significant Clouds,10.0 and more,13,0,0,0,0,0,0
15694,3/28/15 14:00,23,760.1,766.6,50,Wind blowing from the west-southwest,6,NA,,,No Significant Clouds,10.0 and more,12,0,0,0,0,0,0
15695,3/28/15 14:30,23,759.3,765.8,50,Wind blowing from the west,6,NA,,,No Significant Clouds,10.0 and more,12,0,0,0,0,0,0
15696,3/28/15 15:00,23,759.3,765.8,50,Wind blowing from the west,6,NA,,,No Significant Clouds,10.0 and more,12,0,0,0,0,0,0
15697,3/28/15 16:00,23,759.3,765.8,47,Wind blowing from the west-southwest,5,NA,,,No Significant Clouds,10.0 and more,11,0,0,0,0,0,0
15698,3/28/15 16:30,22,759.3,765.8,50,Wind blowing from the west-southwest,5,NA,,,No Significant Clouds,10.0 and more,11,0,0,0,0,0,0
15699,3/28/15 17:00,22,759.3,765.8,50,Wind blowing from the south-west,5,NA,,,No Significant Clouds,10.0 and more,11,0,0,0,0,0,0
15700,3/28/15 18:00,20,759.2,765.8,64,Wind blowing from the south-west,5,NA,,,No Significant Clouds,10.0 and more,13,0,0,0,0,0,0
15701,3/28/15 18:30,19,759.2,765.8,68,Wind blowing from the west-southwest,4,NA,,,No Significant Clouds,10.0 and more,13,0,0,0,0,0,0
15702,3/28/15 19:00,17,759.2,765.8,77,Wind blowing from the west-southwest,3,NA,,,Scattered clouds (40-50%) 300 m,10.0 and more,13,0,300,0,0,0,0
15703,3/28/15 19:30,16,759.9,766.6,83,Wind blowing from the south-west,2,NA,,,Scattered clouds (40-50%) 300 m,8,13,0,300,0,0,0,0
15704,3/28/15 20:00,15,759.9,766.6,88,Wind blowing from the west-southwest,2,NA,,,Scattered clouds (40-50%) 300 m,7,13,0,300,0,0,0,0
15705,3/28/15 20:30,15,760.6,767.3,88,Wind blowing from the west-southwest,2,NA,,,Scattered clouds (40-50%) 300 m,6,13,0,300,0,0,0,0
15706,3/28/15 21:00,15,760.6,767.3,88,Wind blowing from the west-southwest,2,NA,,,Scattered clouds (40-50%) 300 m,6,13,0,300,0,0,0,0
15707,3/28/15 21:30,14,NA,NA,94,,NA,NA,,,Scattered clouds (40-50%) 300 m,6,13,0,300,0,0,0,0
15708,3/28/15 22:00,15,761.4,768.1,88,Wind blowing from the west-southwest,1,NA,,,Scattered clouds (40-50%) 180 m,5,13,0,180,0,0,0,0
15709,3/28/15 22:30,15,761.4,768.1,88,variable wind direction,1,NA,,,"Scattered clouds (40-50%) 180 m, scattered clouds (40-50%) 480 m",5,13,0,480,0,0,0,0
15710,3/28/15 23:00,15,NA,NA,88,,NA,NA,,,"Scattered clouds (40-50%) 180 m, scattered clouds (40-50%) 480 m",5,13,0,480,0,0,0,0
15711,3/28/15 23:30,14,761.4,768.1,94,variable wind direction,1,NA,,,"Scattered clouds (40-50%) 180 m, scattered clouds (40-50%) 480 m",4.8,13,0,480,0,0,0,0
15712,3/29/15 0:00,14,761.4,768.1,94,Wind blowing from the south-east,2,NA,,,Scattered clouds (40-50%) 180 m,5,13,0,180,0,0,0,0
15713,3/29/15 0:30,14,760.6,767.3,94,Wind blowing from the south-southeast,2,NA,,,Scattered clouds (40-50%) 180 m,5,13,0,180,0,0,0,0
15714,3/29/15 0:59,NA,NA,768.1,NA,Wind blowing from the east,3,NA,Fog,,Broken clouds (60-90%) 30 m,1,NA,0,0,30,0,0,0
15715,3/29/15 1:00,14,760.6,767.3,94,variable wind direction,1,NA,Mist,,Broken clouds (60-90%) 60 m,2.4,13,0,0,60,0,0,0
15716,3/29/15 1:09,14,760.6,767.3,94,variable wind direction,1,NA,Fog,,Broken clouds (60-90%) 30 m,0.4,13,0,0,30,0,0,0
15717,3/29/15 2:00,14,760.6,767.3,94,Wind blowing from the north-northwest,1,NA,Fog,,Broken clouds (60-90%) 60 m,0.4,13,0,0,60,0,0,0
15718,3/29/15 2:03,14,760.6,767.3,94,variable wind direction,1,NA,Fog,,Broken clouds (60-90%) 30 m,1,13,0,0,30,0,0,0
15719,3/29/15 2:30,14,760.6,767.3,94,Wind blowing from the north-northwest,2,NA,Fog,,Broken clouds (60-90%) 60 m,0.4,13,0,0,60,0,0,0
15720,3/29/15 3:00,14,759.9,766.6,94,Wind blowing from the west-northwest,2,NA,Fog,,Broken clouds (60-90%) 30 m,0.4,13,0,0,30,0,0,0
15721,3/29/15 4:00,14,759.9,766.6,94,Wind blowing from the west-southwest,2,NA,Fog,,Broken clouds (60-90%) 30 m,0.4,13,0,0,30,0,0,0
15722,3/29/15 4:30,14,759.9,766.6,94,Wind blowing from the west,2,NA,Fog,,Broken clouds (60-90%) 30 m,0.4,13,0,0,30,0,0,0
15723,3/29/15 4:50,14,759.9,766.6,94,Wind blowing from the west-southwest,2,NA,Mist,,Scattered clouds (40-50%) 150 m,4,13,0,150,0,0,0,0
15724,3/29/15 5:00,14,759.9,766.6,94,Wind blowing from the west-southwest,2,NA,Mist,,Scattered clouds (40-50%) 150 m,4,13,0,150,0,0,0,0
15725,3/29/15 5:30,NA,NA,767.3,NA,,NA,NA,Mist,,"Scattered clouds (40-50%) 150 m, broken clouds (60-90%) 480 m",4,NA,0,150,480,0,0,0
15726,3/29/15 5:56,14,760.6,767.3,94,Wind blowing from the south-west,2,NA,,,"Scattered clouds (40-50%) 150 m, broken clouds (60-90%) 480 m",5,13,0,150,480,0,0,0
15727,3/29/15 6:00,14,760.6,767.3,94,variable wind direction,1,NA,Mist,,"Scattered clouds (40-50%) 150 m, broken clouds (60-90%) 480 m",4,13,0,150,480,0,0,0
15728,3/29/15 6:27,14,760.6,767.3,94,"Calm, no wind",0,NA,Mist,,"Scattered clouds (40-50%) 150 m, broken clouds (60-90%) 480 m",4,13,0,150,480,0,0,0
15729,3/29/15 6:30,14,760.6,767.3,94,"Calm, no wind",0,NA,,,"Scattered clouds (40-50%) 150 m, broken clouds (60-90%) 480 m",5,13,0,150,480,0,0,0
15730,3/29/15 7:00,14,760.6,767.3,94,"Calm, no wind",0,NA,Mist,,"Scattered clouds (40-50%) 150 m, broken clouds (60-90%) 480 m",4,13,0,150,480,0,0,0
15731,3/29/15 7:30,14,761.4,768.1,94,variable wind direction,1,NA,,,"Scattered clouds (40-50%) 150 m, broken clouds (60-90%) 480 m",4,13,0,150,480,0,0,0
15732,3/29/15 8:00,14,NA,NA,94,Wind blowing from the north-east,2,NA,,,"Scattered clouds (40-50%) 150 m, broken clouds (60-90%) 480 m",4,13,0,150,480,0,0,0
15733,3/29/15 8:30,15,761.4,768.1,88,variable wind direction,1,NA,,,"Scattered clouds (40-50%) 150 m, broken clouds (60-90%) 480 m",4,13,0,150,480,0,0,0
15734,3/29/15 9:00,15,761.4,768.1,88,Wind blowing from the east,3,NA,,,"Scattered clouds (40-50%) 150 m, broken clouds (60-90%) 480 m",5,13,0,150,480,0,0,0
15735,3/29/15 9:30,16,762.2,768.9,83,Wind blowing from the east-northeast,3,NA,,,"Scattered clouds (40-50%) 150 m, broken clouds (60-90%) 480 m",5,13,0,150,480,0,0,0
15736,3/29/15 10:00,17,762.2,768.9,83,Wind blowing from the north-east,3,NA,,,"Scattered clouds (40-50%) 150 m, broken clouds (60-90%) 480 m",5,14,0,150,480,0,0,0
15737,3/29/15 10:30,19,761.5,768.1,73,Wind blowing from the north-east,2,NA,,,"Scattered clouds (40-50%) 150 m, broken clouds (60-90%) 480 m",5,14,0,150,480,0,0,0
15738,3/29/15 11:00,21,761.5,768.1,60,Wind blowing from the north-east,2,NA,,,"Scattered clouds (40-50%) 150 m, broken clouds (60-90%) 480 m",5,13,0,150,480,0,0,0
15739,3/29/15 12:00,24,761.6,768.1,54,Wind blowing from the west,3,NA,,,No Significant Clouds,10.0 and more,14,0,0,0,0,0,0
15740,3/29/15 13:00,23,760.8,767.3,61,Wind blowing from the west,4,NA,,,No Significant Clouds,10.0 and more,15,0,0,0,0,0,0
15741,3/29/15 13:30,23,760.8,767.3,57,Wind blowing from the west,4,NA,,,No Significant Clouds,10.0 and more,14,0,0,0,0,0,0
15742,3/29/15 14:00,23,760.1,766.6,61,Wind blowing from the west,5,NA,,,No Significant Clouds,10.0 and more,15,0,0,0,0,0,0
15743,3/29/15 14:30,23,760.1,766.6,57,Wind blowing from the west-southwest,5,NA,,,No Significant Clouds,10.0 and more,14,0,0,0,0,0,0
15744,3/29/15 15:00,23,760.1,766.6,57,Wind blowing from the west,5,NA,,,No Significant Clouds,10.0 and more,14,0,0,0,0,0,0
15745,3/29/15 16:00,23,759.3,765.8,57,Wind blowing from the west-southwest,5,NA,,,No Significant Clouds,10.0 and more,14,0,0,0,0,0,0
15746,3/29/15 16:30,21,760,766.6,60,Wind blowing from the west-southwest,6,NA,,,No Significant Clouds,10.0 and more,13,0,0,0,0,0,0
15747,3/29/15 17:00,20,760,766.6,69,Wind blowing from the west-southwest,6,NA,,,No Significant Clouds,10.0 and more,14,0,0,0,0,0,0
15748,3/29/15 17:30,19,760,766.6,73,Wind blowing from the west-southwest,5,NA,,,No Significant Clouds,10.0 and more,14,0,0,0,0,0,0
15749,3/29/15 17:59,17,760,766.6,83,Wind blowing from the south-west,5,NA,Mist,,Broken clouds (60-90%) 180 m,3,14,0,0,180,0,0,0
15750,3/29/15 18:00,17,760,766.6,83,Wind blowing from the south-west,5,NA,,,Scattered clouds (40-50%) 300 m,6,14,0,300,0,0,0,0
15751,3/29/15 19:00,16,759.9,766.6,88,Wind blowing from the south-southwest,3,NA,Mist,,Broken clouds (60-90%) 180 m,3,14,0,0,180,0,0,0
