Local time in Sidi Ifni,T,Po,P,Pa,U,DD,Ff,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
2/14/15 9:00,15,764.2,769.5,1.4,75,Wind blowing from the west-southwest,2,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,10.6,,,,,,
2/14/15 12:00,16.7,764.7,769.9,0.5,70,Wind blowing from the west,3,no clouds, ,,,,,,,,,,7,11.1,,,,,,
2/14/15 15:00,17,763.5,768.7,-1.2,74,Wind blowing from the north-west,3,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,12.4,,,,,,
2/14/15 18:00,16.3,762.7,767.9,-0.8,69,Wind blowing from the north-northwest,1,no clouds, ,,,,17.1,,,,,,7,10.6,,,,,,
2/15/15 6:00,14,762.5,767.8,,82,Wind blowing from the south-southwest,1,60%, ,,,13.9,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,10.9,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",10,,
2/15/15 9:00,14.6,763,768.3,0.5,80,Wind blowing from the south-southwest,2,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,11.2,,,,,,
2/15/15 12:00,16.6,763.3,768.5,0.3,73,Wind blowing from the west,2,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,11.8,,,,,,
2/15/15 15:00,17.4,762.9,768.1,-0.4,67,Wind blowing from the north-northwest,2,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,11.1,,,,,,
2/15/15 18:00,15.6,762.6,767.9,-0.3,74,Wind blowing from the north-east,5,70 - 80%, ,,,,17.4,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,10.9,,,,,,
2/16/15 6:00,13.5,760.7,766,,81,,,no clouds, ,,,13.5,,,,,,,6,10.2,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",8,,
2/16/15 9:00,14,761,766.3,0.3,82,"Calm, no wind",0,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",200-300,,,5,11,,,,,,
2/16/15 12:00,17.5,761.4,766.6,0.4,68,Wind blowing from the west-southwest,2,20-30%, ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,11.4,,,,,,
2/16/15 15:00,17.8,760.4,765.6,-1,63,Wind blowing from the north-west,4,40%, ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,10.5,,,,,,
2/16/15 18:00,16.5,760.3,765.5,-0.1,67,Wind blowing from the north-northeast,5,50%, ,,,,18.2,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,10.2,,,,,,
2/17/15 6:00,13.4,758.6,763.9,,81,"Calm, no wind",0,no clouds, ,,,13.3,,,,,,,6,10.1,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",9,,
2/17/15 9:00,15,759,764.2,0.4,75,Wind blowing from the east,1,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,10.6,,,,,,
2/17/15 12:00,16.1,758.4,763.6,-0.6,71,Wind blowing from the west-northwest,3,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,10.8,,,,,,
2/17/15 15:00,18,757.9,763.1,-0.5,56,Wind blowing from the north-east,8,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,9,,,,,,
2/17/15 18:00,16,757.8,763,-0.1,60,Wind blowing from the north-northeast,7,"10%  or less, but not 0", ,,,,18.3,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,8.1,,,,,,
2/18/15 6:00,13.1,755.9,761.2,,65,Wind blowing from the north-east,4,no clouds, ,,,13,,,,,,,6,6.6,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",10,,
2/18/15 9:00,13.6,756.3,761.5,0.4,66,Wind blowing from the north-east,5,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,7.2,,,,,,
2/18/15 12:00,15.5,755.9,761.1,-0.4,55,Wind blowing from the north-northeast,8,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,6.5,,,,,,
2/18/15 15:00,15.8,755.4,760.6,-0.5,52,Wind blowing from the north-east,7,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,6,,,,,,
2/18/15 18:00,15.5,755.2,760.4,-0.2,59,Wind blowing from the north-northeast,8,20-30%, ,,,,16.4,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,7.4,,,,,,
2/19/15 6:00,12.2,755.6,760.9,,75,,,no clouds, ,,,12.2,,,,,,,6,7.9,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",7,,
2/19/15 9:00,14,756.6,761.8,1,73,Wind blowing from the south-southwest,1,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,9.1,,,,,,
2/19/15 12:00,15.9,756.9,762.1,0.3,56,Wind blowing from the north-west,3,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,7,,,,,,
2/19/15 15:00,16.1,755.6,760.8,-1.3,63,Wind blowing from the north-northeast,3,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,9.1,,,,,,
2/19/15 18:00,15.2,755.5,760.7,-0.1,66,Wind blowing from the north-east,2,40%, ,,,,16.4,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,8.9,,,,,,
2/20/15 6:00,13,755.9,761.2,,79,Wind blowing from the south,2,no clouds, ,,,12.9,,,,,,,6,9.4,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",10,,
2/20/15 9:00,13.6,757.2,762.4,1.3,81,Wind blowing from the south,2,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,10.3,,,,,,
2/20/15 12:00,15.5,757.2,762.4,0,70,Wind blowing from the north-northwest,4,50%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,10.1,,,,,,
2/20/15 15:00,16.5,756.4,761.6,-0.8,61,Wind blowing from the north-northeast,5,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,8.9,,,,,,
2/20/15 18:00,16,756.5,761.7,0.1,69,Wind blowing from the north-northeast,5,70 - 80%, ,,,,17.2,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,10.3,,,,,,
2/21/15 6:00,13.7,757,762.2,,73,,,no clouds, ,,,13.5,,,,,,,6,8.9,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",10,,
2/21/15 9:00,15.3,758.2,763.4,1.2,62,,,"10%  or less, but not 0", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,8.1,,,,,,
2/21/15 12:00,17.1,759,764.2,0.8,61,,,"10%  or less, but not 0", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,9.4,,,,,,
2/21/15 15:00,17,758.7,763.9,-0.3,65,,,20-30%, ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,10.4,,,,,,
2/21/15 18:00,16,758.7,763.9,0,71,,,50%, ,,,,17.1,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,10.7,,,,,,
2/22/15 6:00,14.6,758.9,764.1,,78,,,20-30%, ,,,14.4,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,10.8,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",9,,
2/22/15 9:00,15.1,759.6,764.8,0.7,78,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6,11.3,,,,,,
2/22/15 12:00,16,760.1,765.3,0.5,73,,,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,11.1,,,,,,
2/22/15 15:00,16.2,759.1,764.3,-1,73,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6,11.3,,,,,,
2/22/15 18:00,15.5,759,764.2,-0.1,70,,,20-30%, ,,,,17,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,10.1,,,,,,
2/23/15 6:00,13.1,758.9,764.2,,83,,,no clouds, ,,,12.9,,,,,,,6,10.2,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",11,,
2/23/15 9:00,14.5,759.5,764.7,0.6,76,,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,10.2,,,,,,
2/23/15 12:00,17,760.5,765.7,1,70,,,no clouds, ,,,,,,,,,,6,11.4,,,,,,
2/23/15 15:00,17.1,759.6,764.8,-0.9,69,,,no clouds, ,,,,,,,,,,6,11.3,,,,,,
2/23/15 18:00,15.4,759.9,765.1,0.3,81,,,no clouds, ,,,,17.7,,,,,,6,12.1,,,,,,
2/24/15 6:00,13.5,761,766.3,,88,,,70 - 80%, ,,,13.3,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,11.6,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",8,,
2/24/15 9:00,14.2,762.3,767.6,1.3,83,,,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6,11.3,,,,,,
2/24/15 12:00,15.1,762.2,767.5,-0.1,79,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6,11.5,,,,,,
2/24/15 15:00,15.5,761.3,766.5,-0.9,80,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6,12,,,,,,
2/24/15 18:00,15.5,761,766.2,-0.3,81,,,40%, ,,,,15.7,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,12.2,,,,,,
2/25/15 6:00,13.5,761.1,766.4,,83,,,"10%  or less, but not 0", ,,,13.4,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,10.6,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",7,,
2/25/15 9:00,14,762.3,767.6,1.2,82,,,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,11,,,,,,
2/25/15 12:00,17.1,762.5,767.7,0.2,75,,,no clouds, ,,,,,,,,,,6,12.5,,,,,,
2/25/15 15:00,17.1,761.7,766.9,-0.8,75,,,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,12.7,,,,,,
2/25/15 18:00,17.2,761.7,766.9,0,64,,,no clouds, ,,,,17.4,,,,,,6,10.4,,,,,,
2/26/15 6:00,13.5,761.6,766.9,,79,,,no clouds, ,,,13,,,,,,,6,9.8,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",8,,
2/26/15 9:00,15.1,762.6,767.9,1,73,,,20-30%, ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,10.3,,,,,,
2/26/15 12:00,16.3,762.8,768,0.2,80,,,40%, ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",5,12.8,,,,,,
2/26/15 15:00,17.2,761.5,766.7,-1.3,68,,,"10%  or less, but not 0", ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",5,11.2,,,,,,
2/26/15 18:00,15.5,761.6,766.8,0.1,77,,,20-30%, ,,,,17.4,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,11.4,,,,,,
2/27/15 6:00,13,761.8,767.1,,78,,,no clouds, ,,,12.8,,,,,,,6,9.2,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",7,,
2/27/15 9:00,15,762.8,768.1,1,88,,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,13,,,,,,
2/27/15 12:00,16.7,763,768.2,0.2,71,,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,11.3,,,,,,
2/27/15 15:00,16.1,762.3,767.5,-0.7,80,,,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,12.7,,,,,,
2/27/15 18:00,16,762.4,767.6,0.1,74,Wind blowing from the north-northeast,3,20-30%, ,,,,17.2,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,11.3,,,,,,
2/28/15 6:00,13.3,760.4,765.7,,87,Wind blowing from the south,2,50%, ,,,13.2,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,11.1,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",8,,
2/28/15 9:00,15.5,762.2,767.5,1.8,75,Wind blowing from the south-west,3,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,11,,,,,,
2/28/15 12:00,16.9,762,767.2,-0.2,72,Wind blowing from the west,3,no clouds, ,,,,,,,,,,6,11.7,,,,,,
2/28/15 15:00,17.1,761,766.2,-1,73,Wind blowing from the north-northwest,2,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,12.1,,,,,,
2/28/15 18:00,16.1,761.1,766.3,0.1,76,Wind blowing from the north-northeast,2,no clouds, ,,,,17.5,,,,,,6,11.8,,,,,,
3/1/15 6:00,14,761.3,766.6,,80,Wind blowing from the south,2,60%, ,,,13.2,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,10.5,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",8,,
3/1/15 9:00,15.4,762.3,767.6,1,74,Wind blowing from the south-west,4,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,10.8,,,,,,
3/1/15 12:00,16.7,762.8,768,0.5,73,Wind blowing from the west,4,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,11.7,,,,,,
3/1/15 15:00,17.3,761,766.2,-1.8,72,Wind blowing from the west-southwest,4,no clouds, ,,,,,,,,,,6,12.2,,,,,,
3/1/15 18:00,16.2,760.9,766.1,-0.1,77,Wind blowing from the west,2,no clouds, ,,,,17.5,,,,,,6,12.1,,,,,,
3/2/15 6:00,13,762,767.3,,90,Wind blowing from the east,2,40%, ,,,12.9,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",40%,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",5,11.4,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",8,,
3/2/15 9:00,14,763,768.3,1,88,Wind blowing from the north-east,1,20-30%, ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",20-30%,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",5,12.1,,,,,,
3/2/15 12:00,15.5,754.2,759.4,-8.8,90,Wind blowing from the north-west,2,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",5,13.9,,,,,,
3/2/15 15:00,15,762.4,767.7,8.2,86,Wind blowing from the north-west,2,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",5,12.6,,,,,,
3/2/15 18:00,15,762.2,767.5,-0.2,86,Wind blowing from the north-northeast,3,70 - 80%, ,,,,16.5,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",5,12.6,,,,,,
3/3/15 6:00,12.4,762.2,767.5,,100,"Calm, no wind",0,50%,"Fog or ice fog, sky visible, has begun or has become thicker during the preceding hour. ",,,12.3,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",50%,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",0.8,12.4,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",7,,
3/3/15 9:00,13.9,762.7,768,0.5,91,Wind blowing from the north,1,60%,Mist. ,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",3,12.4,,,,,,
3/3/15 12:00,14.6,764.1,769.4,1.4,86,,,100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,3,12.2,,,,,,
3/3/15 15:00,15.8,762.5,767.7,-1.6,79,Wind blowing from the north-west,3,70 - 80%, ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,12.1,,,,,,
3/3/15 18:00,16,762.1,767.3,-0.4,82,Wind blowing from the north-northeast,2,70 - 80%, ,,,,16.2,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,12.9,,,,,,
3/4/15 6:00,12.5,761,766.3,,90,"Calm, no wind",0,60%,Mist. ,,,12.5,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",60%,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",1.5,10.9,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",8,,
3/4/15 9:00,12.7,761.7,767,0.7,95,"Calm, no wind",0,50%,Mist. ,Fog or ice fog or thick haze.,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",1.5,11.9,,,,,,
3/4/15 12:00,16,761.4,766.6,-0.3,82,,,70 - 80%,Mist. ,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",2.5,12.9,,,,,,
3/4/15 15:00,16.1,760.5,765.7,-0.9,84,,,70 - 80%,Mist. ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",70 - 80%,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",3.5,13.4,,,,,,
3/4/15 18:00,15.7,760.3,765.5,-0.2,88,,,40%,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,17.9,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",3.5,13.7,,,,,,
3/5/15 6:00,15.7,759.3,764.5,,52,,,no clouds, ,,,14,,,,,,,7,5.9,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",11,,
3/5/15 9:00,20,759.6,764.8,0.3,48,,,no clouds, ,,,,,,,,,,10,8.5,,,,,,
3/5/15 12:00,23.5,759.7,764.8,0.1,45,,,no clouds, ,,,,,,,,,,10,10.9,,,,,,
3/5/15 15:00,25.5,758.5,763.5,-1.2,13,,,no clouds, ,,,,,,,,,,10,-4.6,,,,,,
3/5/15 18:00,22.6,758,763.1,-0.5,44,,,no clouds, ,,,,25.7,,,,,,10,9.7,,,,,,
3/6/15 6:00,18.9,758.2,763.4,,36,,,no clouds, ,,,18.8,,,,,,,6,3.3,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",11,,
3/6/15 9:00,22,759.3,764.4,1.1,24,,,no clouds, ,,,,,,,,,,6,0.7,,,,,,
3/6/15 12:00,23.6,759.4,764.5,0.1,35,,,no clouds, ,,,,,,,,,,6,7.3,,,,,,
3/6/15 15:00,27.4,758.3,763.3,-1.1,13,,,no clouds, ,,,,,,,,,,7,-3.8,,,,,,
3/6/15 18:00,26.6,758.7,763.7,0.4,16,,,no clouds, ,,,,27.7,,,,,,7,-1.6,,,,,,
