Time,P0,P,U,DD,Ff,VV,Td,T,Few clouds,Scattered clouds,Broken clouds,Overcast,cumulonimbus clouds,cumulus congestus of great vertical extent
2015-03-01 16:30:00,758.5,765,60,14,5,11,286.15,294.15,0,0,0,0,0,0
2015-03-01 17:00:00,758.4,765,60,14,5,11,285.15,293.15,0,0,0,0,0,0
2015-03-01 18:00:00,758.4,765,64,14,3,11,285.15,292.15,0,0,0,0,0,0
2015-03-01 18:30:00,758.4,765,73,14,3,11,285.15,290.15,0,0,0,0,0,0
2015-03-01 19:00:00,758.3,765,77,14,2,11,285.15,289.15,0,0,0,0,0,0
2015-03-01 19:30:00,759.1,765.8,82,14,2,11,285.15,288.15,0,0,0,0,0,0
2015-03-01 20:00:00,759.1,765.8,77,13,2,11,284.15,288.15,0,0,0,0,0,0
2015-03-01 21:00:00,759.8,766.6,88,11,2,11,283.15,285.15,0,0,0,0,0,0
2015-03-01 22:00:00,759.8,766.6,88,10,2,11,283.15,285.15,0,0,0,0,0,0
2015-03-01 22:30:00,760.5,767.3,88,1,2,11,283.15,285.15,0,0,0,0,0,0
2015-03-01 23:00:00,760.5,767.3,94,1,2,11,283.15,284.15,0,0,0,0,0,0
2015-03-01 23:30:00,760.5,767.3,88,2,3,11,282.15,284.15,0,0,0,0,0,0
2015-03-02 00:00:00,759.8,766.6,94,1,3,11,283.15,284.15,0,0,0,0,0,0
2015-03-02 01:00:00,,767.3,,1,4,8,,,0,0,0,0,0,0
2015-03-02 01:30:00,759.8,766.6,88,1,4,8,283.15,285.15,0,0,0,0,0,0
2015-03-02 02:00:00,759.8,766.6,94,2,3,8,283.15,284.15,0,0,0,0,0,0
2015-03-02 02:30:00,759.8,766.6,88,2,3,8,282.15,284.15,0,0,0,0,0,0
2015-03-02 03:00:00,759.8,766.6,88,2,4,8,282.15,284.15,0,0,0,0,0,0
2015-03-02 04:00:00,759.8,766.6,88,11,2,8,282.15,284.15,0,0,0,0,0,0
2015-03-02 04:30:00,759.8,766.6,88,0,0,8,282.15,284.15,0,0,0,0,0,0
2015-03-02 05:00:00,759.8,766.6,94,0,0,8,281.15,282.15,0,0,0,0,0,0
2015-03-02 05:30:00,759.7,766.6,93,0,0,8,280.15,281.15,0,0,0,0,0,0
2015-03-02 06:00:00,759.8,766.6,87,10,2,8,280.15,282.15,0,0,0,0,0,0
2015-03-02 07:00:00,,767.3,,-1,,8,,,0,180,0,0,0,0
2015-03-02 07:14:00,760.4,767.3,93,11,2,0.8,280.15,281.15,0,0,0,180,0,0
2015-03-02 07:30:00,760.4,767.3,87,11,2,0.6,279.15,281.15,0,0,0,90,0,0
2015-03-02 08:00:00,761.2,768.1,94,11,2,6,281.15,282.15,0,90,0,0,0,0
2015-03-02 08:30:00,761.3,768.1,100,11,2,6,283.15,283.15,0,90,0,0,0,0
2015-03-02 09:00:00,761.3,768.1,94,17,1,6,284.15,285.15,0,90,0,0,0,0
2015-03-02 10:00:00,761.4,768.1,64,1,2,8,283.15,290.15,0,60,0,0,0,0
2015-03-02 10:30:00,761.5,768.1,49,2,3,8,281.15,292.15,0,60,0,0,0,0
2015-03-02 11:00:00,761.5,768.1,46,17,2,8,282.15,294.15,0,0,0,0,0,0
2015-03-02 12:00:00,760.8,767.3,36,17,2,8,281.15,297.15,0,0,0,0,0,0
2015-03-02 12:30:00,760.8,767.3,30,17,2,8,279.15,298.15,0,0,0,0,0,0
2015-03-02 13:00:00,760.8,767.3,47,14,5,8,285.15,297.15,0,0,0,0,0,0
2015-03-02 13:30:00,760.1,766.6,57,14,6,8,286.15,295.15,0,0,0,0,0,0
2015-03-02 14:00:00,760.1,766.6,57,14,6,11,286.15,295.15,0,0,0,0,0,0
2015-03-02 14:30:00,760,766.6,60,14,6,11,286.15,294.15,0,0,0,0,0,0
2015-03-02 15:00:00,760,766.6,60,14,5,11,286.15,294.15,0,0,0,0,0,0
2015-03-02 16:00:00,759.2,765.8,64,14,5,11,286.15,293.15,0,0,0,0,0,0
2015-03-02 16:30:00,759.2,765.8,64,14,5,11,286.15,293.15,0,0,0,0,0,0
2015-03-02 17:00:00,759.2,765.8,64,16,5,11,286.15,293.15,0,0,0,0,0,0
2015-03-02 17:30:00,759.2,765.8,68,16,4,11,286.15,292.15,0,0,0,0,0,0
2015-03-02 18:00:00,759.2,765.8,73,16,4,11,286.15,291.15,0,0,0,0,0,0
2015-03-02 18:52:00,759.9,766.6,88,16,4,3,285.15,287.15,0,0,60,0,0,0
2015-03-02 19:00:00,759.9,766.6,83,16,3,5,286.15,289.15,0,180,0,0,0,0
2015-03-02 19:19:00,759.9,766.6,88,13,4,5,286.15,288.15,0,0,60,0,0,0
2015-03-02 20:00:00,760.6,767.3,88,13,4,5,286.15,288.15,0,0,60,0,0,0
2015-03-02 21:00:00,760.6,767.3,94,13,3,5,286.15,287.15,0,60,480,0,0,0
2015-03-02 21:52:00,761.4,768.1,88,12,2,5,285.15,287.15,0,480,60,0,0,0
2015-03-02 22:00:00,761.4,768.1,88,12,2,5,285.15,287.15,0,480,60,0,0,0
2015-03-02 22:30:00,761.3,768.1,94,17,1,5,285.15,286.15,0,480,60,0,0,0
2015-03-02 23:00:00,,768.9,,-1,,5,,,0,480,60,0,0,0
2015-03-02 23:46:00,761.4,768.1,88,5,3,2,285.15,287.15,0,0,0,60,0,0
2015-03-03 00:00:00,761.3,768.1,94,5,4,2,285.15,286.15,0,0,0,60,0,0
2015-03-03 00:14:00,761.3,768.1,94,5,4,0.8,285.15,286.15,0,0,0,30,0,0
2015-03-03 00:15:00,761.3,768.1,94,5,4,0.6,285.15,286.15,0,0,0,30,0,0
2015-03-03 01:00:00,761.3,768.1,94,2,4,0.6,285.15,286.15,0,0,0,30,0,0
2015-03-03 01:30:00,761.3,768.1,94,2,4,0.6,285.15,286.15,0,0,0,30,0,0
2015-03-03 02:00:00,760.5,767.3,100,1,5,0.6,285.15,285.15,0,0,0,30,0,0
2015-03-03 02:30:00,760.5,767.3,94,2,4,0.6,284.15,285.15,0,0,0,30,0,0
2015-03-03 03:00:00,759.8,766.6,94,2,4,0.6,284.15,285.15,0,0,0,30,0,0
2015-03-03 03:30:00,759.8,766.6,94,2,3,,284.15,285.15,0,0,0,0,0,0
2015-03-03 04:00:00,759.8,766.6,100,2,3,0.6,284.15,284.15,0,0,0,30,0,0
2015-03-03 04:30:00,759.8,766.6,94,2,4,0.6,283.15,284.15,0,0,0,30,0,0
2015-03-03 05:30:00,759.8,766.6,100,2,3,0.6,283.15,283.15,0,0,0,30,0,0
2015-03-03 05:52:00,759.8,766.6,94,1,3,3,282.15,283.15,0,30,0,0,0,0
2015-03-03 06:00:00,759.8,766.6,94,1,3,3,282.15,283.15,0,30,0,0,0,0
2015-03-03 06:03:00,759.8,766.6,94,1,3,5,282.15,283.15,180,0,0,0,0,0
2015-03-03 07:00:00,760.5,767.3,94,3,2,11,282.15,283.15,0,0,0,0,0,0
2015-03-03 08:00:00,760.5,767.3,88,6,2,11,282.15,284.15,0,0,0,0,0,0
2015-03-03 09:00:00,760.6,767.3,59,2,2,11,281.15,289.15,0,0,0,0,0,0
2015-03-03 10:00:00,761.5,768.1,46,2,2,11,281.15,293.15,0,0,0,0,0,0
2015-03-03 10:30:00,761.5,768.1,41,17,1,11,281.15,295.15,0,0,0,0,0,0
2015-03-03 11:00:00,761.6,768.1,29,0,0,11,278.15,297.15,0,0,0,0,0,0
2015-03-03 12:00:00,760.8,767.3,28,14,2,11,279.15,299.15,0,0,0,0,0,0
2015-03-03 13:00:00,760.2,766.6,24,14,4,11,278.15,300.15,0,0,0,0,0,0
2015-03-03 13:30:00,760.1,766.6,37,14,6,11,283.15,299.15,0,0,0,0,0,0
2015-03-03 14:00:00,760.1,766.6,50,14,8,11,284.15,295.15,0,0,0,0,0,0
2015-03-03 14:30:00,760,766.6,60,14,6,11,285.15,293.15,0,0,0,0,0,0
2015-03-03 15:00:00,760,766.6,50,13,4,11,283.15,294.15,0,0,0,0,0,0
2015-03-03 15:30:00,760.1,766.6,38,13,5,11,280.15,295.15,0,0,0,0,0,0
2015-03-03 16:00:00,760,766.6,50,13,5,11,283.15,294.15,0,0,0,0,0,0
2015-03-03 16:30:00,759.2,765.8,50,12,4,11,283.15,294.15,0,0,0,0,0,0
2015-03-03 17:00:00,760,766.6,53,12,4,11,283.15,293.15,0,0,0,0,0,0
2015-03-03 18:00:00,760,766.6,56,12,4,11,283.15,292.15,0,0,0,0,0,0
2015-03-03 19:00:00,760,766.6,64,13,3,11,283.15,290.15,0,0,0,0,0,0
2015-03-03 20:00:00,,767.3,,-1,,11,,,0,0,0,0,0,0
2015-03-03 20:30:00,760.6,767.3,82,15,2,11,284.15,287.15,0,0,0,0,0,0
2015-03-03 21:00:00,760.6,767.3,88,15,2,11,285.15,287.15,0,0,0,0,0,0
2015-03-03 22:00:00,761.3,768.1,88,5,1,8,284.15,286.15,0,0,0,0,0,0
2015-03-03 22:30:00,761.3,768.1,94,1,1,6,285.15,286.15,0,480,0,0,0,0
2015-03-03 23:00:00,761.3,768.1,94,1,3,6,285.15,286.15,0,480,0,0,0,0
2015-03-04 00:00:00,760.6,767.3,88,1,4,8,284.15,286.15,0,300,0,0,0,0
2015-03-04 00:30:00,760.6,767.3,88,2,2,8,284.15,286.15,0,300,0,0,0,0
2015-03-04 01:00:00,,,88,-1,,11,284.15,286.15,300,6000,0,0,0,0
2015-03-04 01:30:00,759.9,766.6,77,1,4,11,283.15,287.15,300,6000,0,0,0,0
2015-03-04 02:00:00,759.9,766.6,72,1,4,11,283.15,288.15,300,6000,0,0,0,0
2015-03-04 02:30:00,759.1,765.8,72,3,2,11,282.15,287.15,300,6000,0,0,0,0
2015-03-04 03:00:00,,,77,-1,,11,282.15,286.15,0,0,0,0,0,0
2015-03-04 03:30:00,759,765.8,82,2,2,11,282.15,285.15,0,0,0,0,0,0
2015-03-04 04:00:00,759,765.8,88,2,2,11,282.15,284.15,0,0,0,0,0,0
2015-03-04 04:30:00,,,88,-1,,11,282.15,284.15,0,0,0,0,0,0
2015-03-04 05:00:00,759,765.8,82,5,2,11,281.15,284.15,0,0,0,0,0,0
2015-03-04 06:00:00,759,765.8,77,1,4,11,281.15,285.15,0,0,0,0,0,0
2015-03-04 07:00:00,759,765.8,72,2,3,11,280.15,285.15,0,0,0,0,0,0
2015-03-04 08:00:00,759.9,766.6,67,1,3,11,281.15,287.15,0,0,0,0,0,0
2015-03-04 08:30:00,759.9,766.6,67,3,3,11,281.15,287.15,0,0,0,0,0,0
2015-03-04 09:00:00,759.9,766.6,63,1,3,11,281.15,288.15,0,0,0,0,0,0
2015-03-04 10:00:00,760.7,767.3,56,17,1,11,282.15,291.15,0,0,0,0,0,0
2015-03-04 10:30:00,760.7,767.3,52,17,1,11,282.15,292.15,0,0,0,0,0,0
2015-03-04 11:00:00,760.1,766.6,41,2,3,11,281.15,295.15,0,0,0,0,0,0
2015-03-04 12:00:00,760.1,766.6,30,5,4,11,279.15,298.15,0,0,0,0,0,0
2015-03-04 13:00:00,759.4,765.8,23,5,3,11,277.15,300.15,0,0,0,0,0,0
2015-03-04 14:00:00,758.6,765,19,2,3,11,275.15,301.15,0,0,0,0,0,0
2015-03-04 14:30:00,757.9,764.3,19,5,4,11,276.15,302.15,0,0,0,0,0,0
2015-03-04 15:00:00,757.9,764.3,34,6,4,11,283.15,300.15,0,0,0,0,0,0
2015-03-04 16:00:00,757.9,764.3,28,14,5,11,279.15,299.15,0,0,0,0,0,0
2015-03-04 16:30:00,757.1,763.5,26,14,6,11,279.15,300.15,0,0,0,0,0,0
2015-03-04 17:00:00,757.1,763.5,23,14,6,11,277.15,300.15,0,0,0,0,0,0
2015-03-04 18:00:00,757.1,763.5,30,14,5,11,279.15,298.15,0,0,0,0,0,0
2015-03-04 19:00:00,757,763.5,41,16,3,11,281.15,295.15,0,0,0,0,0,0
2015-03-04 19:30:00,757.7,764.3,49,11,4,11,281.15,292.15,0,0,0,0,0,0
2015-03-04 21:00:00,758.4,765,49,11,3,11,280.15,291.15,0,0,0,0,0,0
2015-03-04 21:30:00,,765,,9,4,11,,,0,0,0,0,0,0
2015-03-04 22:00:00,758.4,765,49,9,5,11,280.15,291.15,0,0,0,0,0,0
2015-03-04 22:30:00,,765.8,,-1,,11,,,0,0,0,0,0,0
2015-03-04 23:00:00,759.2,765.8,52,8,2,11,280.15,290.15,0,0,0,0,0,0
2015-03-04 23:30:00,,765.8,,2,2,11,,,0,0,0,0,0,0
2015-03-05 00:00:00,759.1,765.8,63,5,2,11,280.15,287.15,0,0,0,0,0,0
2015-03-05 00:30:00,759.1,765.8,67,1,2,11,280.15,286.15,0,0,0,0,0,0
2015-03-05 01:00:00,759.1,765.8,63,1,2,11,280.15,287.15,0,0,0,0,0,0
2015-03-05 02:00:00,,,59,-1,,11,279.15,287.15,0,0,0,0,0,0
2015-03-05 03:00:00,758.2,765,72,2,3,11,279.15,284.15,0,0,0,0,0,0
2015-03-05 03:30:00,757.5,764.3,76,1,3,11,279.15,283.15,0,0,0,0,0,0
2015-03-05 04:00:00,757.5,764.3,76,2,3,11,279.15,283.15,0,0,0,0,0,0
2015-03-05 04:30:00,757.5,764.3,76,2,3,11,279.15,283.15,0,0,0,0,0,0
2015-03-05 05:00:00,757.5,764.3,76,2,3,11,279.15,283.15,0,0,0,0,0,0
2015-03-05 05:30:00,,765,,-1,,,,,0,0,0,0,0,0
2015-03-05 06:00:00,,765,,2,3,11,,,0,0,0,0,0,0
2015-03-05 07:00:00,757.5,764.3,71,-1,,11,278.15,283.15,0,0,0,0,0,0
2015-03-05 07:30:00,757.6,764.3,55,2,5,11,277.15,286.15,0,0,0,0,0,0
2015-03-05 08:00:00,758.3,765,51,1,4,11,277.15,287.15,0,0,0,0,0,0
2015-03-05 09:00:00,758.4,765,37,2,4,11,276.15,291.15,0,0,0,0,0,0
2015-03-05 10:00:00,758.5,765,33,2,4,11,277.15,294.15,0,0,0,0,0,0
2015-03-05 10:30:00,758.5,765,29,5,4,11,276.15,295.15,0,0,0,0,0,0
2015-03-05 11:00:00,758.5,765,22,5,3,11,275.15,298.15,0,0,0,0,0,0
2015-03-05 12:00:00,757.9,764.3,16,5,3,11,273.15,301.15,0,0,0,0,0,0
2015-03-05 12:30:00,757.9,764.3,14,17,2,11,272.15,302.15,0,0,0,0,0,0
2015-03-05 13:00:00,757.1,763.5,12,1,2,11,270.15,302.15,0,0,0,0,0,0
2015-03-05 14:00:00,756.5,762.8,12,13,2,11,271.15,303.15,0,0,0,0,0,0
2015-03-05 15:00:00,756.4,762.8,14,14,7,11,272.15,302.15,0,0,0,0,0,0
2015-03-05 16:00:00,755.6,762,13,14,7,11,270.15,301.15,0,0,0,0,0,0
2015-03-05 16:30:00,755.6,762,14,14,7,11,271.15,301.15,0,0,0,0,0,0
2015-03-05 17:00:00,755.6,762,13,14,7,11,270.15,301.15,0,0,0,0,0,0
2015-03-05 18:00:00,756.4,762.8,16,14,4,11,271.15,299.15,0,0,0,0,0,0
2015-03-05 18:30:00,756.3,762.8,22,16,3,11,274.15,297.15,0,0,0,0,0,0
2015-03-05 19:00:00,,762.8,,16,3,11,,,0,0,0,0,0,0
2015-03-05 20:00:00,756.2,762.8,28,12,2,11,273.15,292.15,0,0,0,0,0,0
2015-03-05 21:00:00,756.2,762.8,37,9,3,11,275.15,290.15,0,0,0,0,0,0
2015-03-05 22:00:00,756.9,763.5,39,11,3,11,275.15,289.15,0,0,0,0,0,0
2015-03-05 22:30:00,756.8,763.5,42,10,2,11,275.15,288.15,0,0,0,0,0,0
2015-03-05 23:00:00,756.8,763.5,48,17,1,11,276.15,287.15,0,0,0,0,0,0
2015-03-05 23:30:00,757.6,764.3,54,5,3,11,276.15,285.15,0,0,0,0,0,0
2015-03-06 00:00:00,757.6,764.3,44,2,2,11,275.15,287.15,0,0,0,0,0,0
2015-03-06 00:30:00,756.8,763.5,51,2,3,11,276.15,286.15,0,0,0,0,0,0
2015-03-06 01:30:00,756.8,763.5,44,1,4,11,275.15,287.15,0,0,0,0,0,0
2015-03-06 02:00:00,756.8,763.5,41,1,4,11,274.15,287.15,0,0,0,0,0,0
2015-03-06 02:30:00,756.8,763.5,44,2,4,11,274.15,286.15,0,0,0,0,0,0
2015-03-06 03:00:00,756.8,763.5,44,2,5,11,274.15,286.15,0,0,0,0,0,0
2015-03-06 03:30:00,,763.5,,-1,,11,,,0,0,0,0,0,0
2015-03-06 04:00:00,756.1,762.8,39,2,5,11,274.15,288.15,0,0,0,0,0,0
2015-03-06 04:30:00,756.1,762.8,39,1,5,11,274.15,288.15,0,0,0,0,0,0
2015-03-06 05:30:00,756.8,763.5,39,2,6,11,274.15,288.15,0,0,0,0,0,0
2015-03-06 06:00:00,756.8,763.5,47,2,4,11,275.15,286.15,0,0,0,0,0,0
2015-03-06 07:00:00,757.6,764.3,44,2,5,11,275.15,287.15,0,0,0,0,0,0
2015-03-06 07:30:00,757.6,764.3,44,2,5,11,275.15,287.15,0,0,0,0,0,0
2015-03-06 08:00:00,757.6,764.3,39,2,6,11,274.15,288.15,0,0,0,0,0,0
2015-03-06 09:00:00,758.4,765,32,5,5,11,275.15,292.15,0,0,0,0,0,0
2015-03-06 09:30:00,758.4,765,28,5,6,11,274.15,293.15,0,0,0,0,0,0
2015-03-06 10:00:00,758.5,765,25,5,6,11,275.15,296.15,0,0,0,0,0,0
2015-03-06 11:00:00,757.9,764.3,18,2,6,11,274.15,300.15,0,0,0,0,0,0
2015-03-06 12:00:00,758,764.3,13,2,4,11,272.15,303.15,0,0,0,0,0,0
2015-03-06 13:00:00,757.2,763.5,12,2,2,11,271.15,304.15,0,0,0,0,0,0
2015-03-06 14:00:00,756.5,762.8,11,17,2,11,270.15,304.15,0,0,0,0,0,0
2015-03-06 14:01:00,756.5,762.8,11,17,2,11,270.15,304.15,0,0,0,0,0,0
2015-03-06 15:00:00,756.5,762.8,11,14,3,11,271.15,305.15,0,0,0,0,0,0
2015-03-06 15:30:00,756.5,762.8,11,14,4,11,271.15,305.15,0,0,0,0,0,0
2015-03-06 16:00:00,756.5,762.8,13,14,5,11,272.15,304.15,0,0,0,0,0,0
2015-03-06 16:30:00,756.5,762.8,11,14,6,11,269.15,303.15,0,0,0,0,0,0
2015-03-06 17:00:00,756.4,762.8,19,14,5,11,275.15,301.15,0,0,0,0,0,0
2015-03-06 18:00:00,756.4,762.8,18,14,3,11,274.15,300.15,0,0,0,0,0,0
2015-03-06 18:30:00,756.4,762.8,22,14,3,11,275.15,298.15,0,0,0,0,0,0
2015-03-06 19:00:00,757,763.5,25,16,3,11,276.15,297.15,0,0,0,0,0,0
2015-03-06 19:30:00,757,763.5,25,-1,,11,275.15,296.15,0,0,0,0,0,0
2015-03-06 20:00:00,757.8,764.3,33,9,3,11,277.15,294.15,0,0,0,0,0,0
2015-03-06 20:30:00,,765,,11,4,,,,0,0,0,0,0,0
2015-03-06 21:00:00,,,31,-1,,11,276.15,294.15,0,0,0,0,0,0
2015-03-06 22:00:00,758.4,765,30,11,3,11,275.15,293.15,0,0,0,0,0,0
2015-03-06 22:30:00,,765.8,,-1,,11,,,0,0,0,0,0,0
2015-03-06 23:00:00,759.2,765.8,42,7,1,11,277.15,290.15,0,0,0,0,0,0
2015-03-07 00:00:00,,765.8,,1,3,11,,,0,0,0,0,0,0
2015-03-07 01:00:00,759.1,765.8,48,2,3,11,277.15,288.15,0,0,0,0,0,0
2015-03-07 01:30:00,759.1,765.8,51,2,3,11,277.15,287.15,0,0,0,0,0,0
2015-03-07 02:00:00,759.1,765.8,55,2,3,11,277.15,286.15,0,0,0,0,0,0
2015-03-07 03:00:00,758.3,765,48,5,3,11,276.15,287.15,0,0,0,0,0,0
2015-03-07 03:30:00,758.3,765,48,2,3,11,276.15,287.15,0,0,0,0,0,0
2015-03-07 04:00:00,758.3,765,48,2,3,11,276.15,287.15,0,0,0,0,0,0
2015-03-07 04:30:00,758.3,765,51,5,3,11,276.15,286.15,0,0,0,0,0,0
2015-03-07 05:00:00,758.3,765,48,2,4,11,276.15,287.15,0,0,0,0,0,0
2015-03-07 05:30:00,758.3,765,51,2,4,11,276.15,286.15,0,0,0,0,0,0
2015-03-07 06:00:00,759,765.8,54,2,3,,276.15,285.15,0,0,0,0,0,0
2015-03-07 07:00:00,759,765.8,54,2,3,11,276.15,285.15,0,0,0,0,0,0
2015-03-07 07:30:00,759.1,765.8,48,5,4,11,276.15,287.15,0,0,0,0,0,0
2015-03-07 08:00:00,759.9,766.6,45,2,4,11,276.15,288.15,0,0,0,0,0,0
2015-03-07 08:30:00,760,766.6,39,2,6,11,276.15,290.15,0,0,0,0,0,0
2015-03-07 09:00:00,760,766.6,35,2,5,11,276.15,292.15,0,0,0,0,0,0
2015-03-07 09:30:00,760,766.6,33,5,4,11,277.15,294.15,0,0,0,0,0,0
2015-03-07 10:00:00,760.1,766.6,27,5,4,11,277.15,297.15,0,0,0,0,0,0
2015-03-07 10:30:00,760.1,766.6,18,2,5,11,272.15,298.15,0,0,0,0,0,0
2015-03-07 11:00:00,760.2,766.6,20,1,5,11,275.15,300.15,0,0,0,0,0,0
2015-03-07 12:00:00,759.4,765.8,15,2,5,11,272.15,301.15,0,0,0,0,0,0
2015-03-07 13:00:00,758.6,765,14,1,4,11,273.15,303.15,0,0,0,0,0,0
2015-03-07 13:30:00,758.6,765,13,1,3,11,272.15,303.15,0,0,0,0,0,0
2015-03-07 14:00:00,758,764.3,13,17,3,11,272.15,303.15,0,0,0,0,0,0
2015-03-07 14:30:00,757.9,764.3,19,14,7,11,275.15,301.15,0,0,0,0,0,0
2015-03-07 15:00:00,757.9,764.3,19,14,8,11,275.15,301.15,0,0,0,0,0,0
2015-03-07 15:30:00,757.9,764.3,16,14,9,11,272.15,300.15,0,0,0,0,0,0
2015-03-07 16:00:00,757.9,764.3,16,14,9,11,272.15,300.15,0,0,0,0,0,0
2015-03-07 16:30:00,757.1,763.5,20,14,8,11,274.15,299.15,0,0,0,0,0,0
2015-03-07 17:00:00,757.1,763.5,21,14,7,11,275.15,299.15,0,0,0,0,0,0
2015-03-07 17:30:00,757.1,763.5,21,14,7,8,275.15,299.15,900,6000,0,0,0,0
2015-03-07 18:00:00,757,763.5,24,16,5,8,275.15,297.15,900,6000,0,0,0,0
2015-03-07 19:00:00,757,763.5,29,13,4,8,276.15,295.15,0,0,0,0,0,0
2015-03-07 20:00:00,757.7,764.3,35,9,4,11,277.15,293.15,0,0,0,0,0,0
2015-03-07 20:30:00,,765,,-1,,11,,,0,0,0,0,0,0
2015-03-07 21:00:00,757.7,764.3,40,11,5,11,278.15,292.15,0,0,0,0,0,0
2015-03-07 22:00:00,758.4,765,52,9,5,11,281.15,291.15,0,0,0,0,0,0
2015-03-07 22:30:00,759.2,765.8,46,17,1,11,279.15,291.15,0,0,0,0,0,0
2015-03-07 23:00:00,759.2,765.8,43,17,1,11,278.15,291.15,0,0,0,0,0,0
2015-03-08 00:00:00,759.2,765.8,49,17,1,11,279.15,290.15,0,0,0,0,0,0
2015-03-08 00:30:00,,,52,2,2,11,279.15,289.15,0,0,0,0,0,0
2015-03-08 01:00:00,,765.8,,17,1,11,,,0,0,0,0,0,0
2015-03-08 02:00:00,758.3,765,59,1,2,11,279.15,287.15,0,0,0,0,0,0
2015-03-08 04:00:00,757.6,764.3,63,1,3,11,278.15,285.15,0,0,0,0,0,0
2015-03-08 04:30:00,757.6,764.3,63,1,3,11,278.15,285.15,0,0,0,0,0,0
2015-03-08 05:00:00,757.6,764.3,63,1,3,11,278.15,285.15,0,0,0,0,0,0
2015-03-08 06:00:00,758.2,765,71,5,2,11,278.15,283.15,0,0,0,0,0,0
2015-03-08 07:30:00,758.2,765,71,2,3,11,278.15,283.15,0,0,0,0,0,0
2015-03-08 08:00:00,758.2,765,67,2,3,11,278.15,284.15,0,0,0,0,0,0
2015-03-08 08:30:00,759.1,765.8,59,2,2,11,279.15,287.15,0,0,0,0,0,0
2015-03-08 09:00:00,759.1,765.8,48,1,3,11,278.15,289.15,0,0,0,0,0,0
2015-03-08 10:00:00,759.2,765.8,33,5,2,11,277.15,294.15,0,0,0,0,0,0
2015-03-08 10:30:00,758.5,765,29,5,2,11,276.15,295.15,0,0,0,0,0,0
2015-03-08 11:00:00,758.5,765,24,4,2,11,275.15,297.15,0,0,0,0,0,0
2015-03-08 12:00:00,758.5,765,22,14,3,11,275.15,298.15,0,0,0,0,0,0
2015-03-08 12:30:00,757.8,764.3,21,14,6,11,274.15,298.15,0,0,0,0,0,0
2015-03-08 13:00:00,757.8,764.3,24,14,8,11,275.15,297.15,0,0,0,0,0,0
2015-03-08 13:30:00,757,763.5,19,14,9,11,272.15,297.15,0,0,0,0,0,0
2015-03-08 14:00:00,757,763.5,19,14,10,11,272.15,297.15,0,0,0,0,0,0
2015-03-08 15:00:00,757,763.5,25,14,9,11,275.15,296.15,0,0,0,0,0,0
2015-03-08 15:30:00,757,763.5,25,14,10,11,275.15,296.15,0,0,0,0,0,0
2015-03-08 16:00:00,757,763.5,29,14,9,11,276.15,295.15,0,0,0,0,0,0
2015-03-08 16:30:00,757,763.5,27,16,7,11,275.15,295.15,0,0,0,0,0,0
2015-03-08 17:30:00,757,763.5,27,16,6,11,274.15,294.15,0,0,0,0,0,0
2015-03-08 18:00:00,756.3,762.8,25,16,7,11,273.15,294.15,0,0,0,0,0,0
2015-03-08 18:30:00,756.9,763.5,26,16,5,11,273.15,293.15,0,0,0,0,0,0
2015-03-08 19:00:00,,,32,-1,,11,275.15,292.15,0,0,0,0,0,0
2015-03-08 19:30:00,756.9,763.5,40,12,3,11,277.15,291.15,0,0,0,0,0,0
2015-03-08 20:00:00,756.9,763.5,45,9,3,11,278.15,290.15,0,0,0,0,0,0
2015-03-08 21:00:00,757.6,764.3,45,9,2,11,277.15,289.15,0,0,0,0,0,0
2015-03-08 21:30:00,,765,,17,1,11,,,0,0,0,0,0,0
2015-03-08 22:00:00,,765,,-1,,11,,,0,0,0,0,0,0
2015-03-08 22:30:00,,765,,-1,,11,,,0,0,0,0,0,0
2015-03-08 23:00:00,757.6,764.3,59,1,3,11,278.15,286.15,0,0,0,0,0,0
2015-03-08 23:30:00,758.2,765,63,2,3,11,278.15,285.15,0,0,0,0,0,0
2015-03-09 00:00:00,758.2,765,67,2,3,11,278.15,284.15,0,0,0,0,0,0
2015-03-09 01:00:00,757.5,764.3,67,5,3,11,277.15,283.15,0,0,0,0,0,0
2015-03-09 01:30:00,757.5,764.3,67,2,3,11,277.15,283.15,0,0,0,0,0,0
2015-03-09 02:00:00,757.5,764.3,67,2,3,11,277.15,283.15,0,0,0,0,0,0
2015-03-09 03:00:00,756.7,763.5,62,1,4,11,277.15,284.15,0,0,0,0,0,0
2015-03-09 03:30:00,756.8,763.5,58,3,4,11,277.15,285.15,0,0,0,0,0,0
2015-03-09 04:00:00,756.8,763.5,54,3,4,11,276.15,285.15,0,0,0,0,0,0
2015-03-09 04:30:00,756.8,763.5,54,1,4,,276.15,285.15,0,0,0,0,0,0
2015-03-09 05:00:00,756.8,763.5,51,1,4,11,276.15,286.15,0,0,0,0,0,0
2015-03-09 05:30:00,757.5,764.3,58,1,3,11,276.15,284.15,0,0,0,0,0,0
2015-03-09 06:00:00,757.5,764.3,62,17,1,11,276.15,283.15,0,0,0,0,0,0
2015-03-09 07:00:00,757.5,764.3,66,1,3,11,276.15,282.15,0,0,0,0,0,0
2015-03-09 07:30:00,757.5,764.3,67,2,3,11,277.15,283.15,0,0,0,0,0,0
2015-03-09 08:00:00,757.6,764.3,55,1,4,11,277.15,286.15,0,0,0,0,0,0
2015-03-09 09:00:00,758.4,765,45,1,3,11,278.15,290.15,0,0,0,0,0,0
